Last offer,110.0,108.625,107.25,105.875,104.5,103.125,101.75,100.375,99.0,97.625,96.25,94.875,93.5,92.125,90.75,89.375,88.0,86.625,85.25,83.875
110.0,7.879209,8.08386,8.347294,8.801102,9.470755,9.76075,10.154763,10.160743,10.136268,9.891445,9.828916,9.790558,9.849018,9.745693,9.748817,9.702934,9.846563,9.771227,9.705988,9.815793
108.625,7.3994675,7.704398,8.069592,8.647229,9.499976,9.796934,10.209386,10.204244,10.185332,9.973275,9.913339,9.900472,9.914515,9.904569,9.840881,9.805848,9.944871,9.87484,9.841981,9.852842
107.25,6.8586226,7.2581425,7.709903,8.400557,9.3979025,9.703976,10.1340275,10.131201,10.11735,9.929217,9.871266,9.882391,9.864125,9.925981,9.806077,9.788471,9.915917,9.846012,9.848073,9.769586
105.875,6.3144407,6.7979574,7.2980623,8.081423,9.187045,9.517242,9.965636,9.985796,9.981539,9.781773,9.7359085,9.753913,9.735063,9.806072,9.672998,9.658813,9.775696,9.716436,9.729893,9.595021
104.5,5.981432,6.5393934,7.051008,7.9035707,9.099217,9.465337,9.920238,9.972155,9.96221,9.759527,9.721276,9.712575,9.718294,9.768249,9.662763,9.624005,9.745947,9.708135,9.698042,9.555313
103.125,5.645039,6.2617016,6.7781487,7.6806684,8.941401,9.338622,9.7967615,9.880183,9.867729,9.664699,9.63124,9.596174,9.625368,9.652904,9.5799265,9.514814,9.640534,9.626466,9.59174,9.44342
101.75,5.3398757,6.0022745,6.5180273,7.454565,8.7595625,9.18362,9.642161,9.756971,9.744617,9.543539,9.512412,9.451441,9.503149,9.507158,9.470436,9.377604,9.506027,9.517502,9.457384,9.305073
100.375,5.293853,5.99191,6.502557,7.460646,8.793342,9.240591,9.697078,9.84316,9.832834,9.635673,9.604899,9.518633,9.592013,9.571673,9.573719,9.452324,9.582594,9.620811,9.534951,9.379689
99.0,5.2573056,5.9834695,6.4855757,7.4558244,8.803429,9.270826,9.723178,9.900321,9.893338,9.701704,9.669797,9.558962,9.653277,9.60802,9.6502905,9.499979,9.6314335,9.697041,9.585434,9.427866
97.625,5.204318,5.9530563,6.4439983,7.4194994,8.7723255,9.257376,9.70388,9.911729,9.908914,9.724082,9.689994,9.555387,9.669979,9.599452,9.682583,9.503396,9.635539,9.728736,9.591631,9.432149
96.25,5.137513,5.90972,6.3970637,7.383337,8.703978,9.221647,9.661215,9.883213,9.899844,9.712424,9.669409,9.524367,9.655889,9.556951,9.66439,9.478733,9.604883,9.708291,9.545002,9.400522
94.875,5.13525,5.9274316,6.416849,7.4091063,8.698302,9.242252,9.676831,9.905401,9.941174,9.752979,9.697656,9.550356,9.69642,9.572764,9.695959,9.5073185,9.63075,9.738536,9.557759,9.419302
93.5,5.1428194,5.947691,6.443878,7.438548,8.700065,9.262786,9.693851,9.928583,9.981382,9.791143,9.725384,9.576774,9.73608,9.592341,9.723978,9.532942,9.658735,9.763098,9.5722275,9.438704
92.125,5.144043,5.9531784,6.455667,7.45492,8.691217,9.267714,9.700148,9.939424,10.006437,9.8115225,9.737932,9.592,9.760668,9.601051,9.735297,9.540272,9.678499,9.76966,9.574081,9.447965
90.75,5.140035,5.951312,6.457837,7.462663,8.6726055,9.261806,9.697674,9.938723,10.018946,9.819573,9.737936,9.598604,9.774305,9.599647,9.7351675,9.535737,9.689932,9.765617,9.566676,9.447254
89.375,5.1327004,5.945439,6.455231,7.4645157,8.647191,9.248226,9.687069,9.9296465,10.022566,9.819144,9.729839,9.5971775,9.77959,9.590078,9.726642,9.523016,9.692867,9.753243,9.551239,9.438385
88.0,5.122938,5.936703,6.4491215,7.462018,8.6169815,9.229127,9.670569,9.914456,10.019536,9.812411,9.715869,9.5898695,9.778692,9.574551,9.711946,9.504321,9.689468,9.734781,9.529966,9.423535
86.625,5.1114445,5.9259753,6.4404864,7.4563437,8.583509,9.206154,9.649893,9.89489,10.011589,9.801054,9.697732,9.578329,9.77328,9.554755,9.692794,9.48135,9.681402,9.711957,9.50455,9.404382
85.25,5.098752,5.913908,6.430074,7.448385,8.54794,9.180559,9.626355,9.872284,10.000062,9.786367,9.676733,9.563818,9.764627,9.531993,9.670509,9.45541,9.669948,9.686099,9.476293,9.382211
83.875,5.0826855,5.89973,6.4200478,7.440572,8.513111,9.154102,9.603248,9.8490095,9.985065,9.768007,9.6545515,9.54723,9.75398,9.505757,9.645547,9.427482,9.654817,9.657881,9.444917,9.358574
