0.000000000000000000e+00,3.000000000000000000e+00,1.600000000000000000e+01,2.400000000000000000e+01,1.359999999999999964e+01,9.599999999999999645e+00,1.440000000000000036e+01,2.319999999999999929e+01,3.119999999999999929e+01,1.600000000000000000e+01,1.839999999999999858e+01,1.519999999999999929e+01
1.000000000000000000e+01,2.399999999999999911e+00,1.040000000000000036e+01,3.200000000000000000e+01,1.200000000000000000e+01,1.200000000000000000e+01,1.600000000000000000e+01,2.880000000000000071e+01,2.639999999999999858e+01,3.039999999999999858e+01,1.760000000000000142e+01,2.319999999999999929e+01
2.000000000000000000e+01,2.000000000000000000e+00,1.839999999999999858e+01,3.200000000000000000e+01,2.800000000000000000e+01,1.200000000000000000e+01,1.600000000000000000e+01,3.200000000000000000e+01,2.880000000000000071e+01,2.319999999999999929e+01,1.760000000000000142e+01,2.400000000000000000e+01
3.000000000000000000e+01,2.200000000000000178e+00,1.440000000000000036e+01,2.639999999999999858e+01,2.400000000000000000e+01,1.519999999999999929e+01,1.519999999999999929e+01,2.880000000000000071e+01,2.239999999999999858e+01,1.760000000000000142e+01,1.680000000000000071e+01,2.239999999999999858e+01
4.000000000000000000e+01,2.000000000000000000e+00,1.839999999999999858e+01,2.960000000000000142e+01,1.919999999999999929e+01,1.600000000000000000e+01,1.600000000000000000e+01,2.560000000000000142e+01,2.239999999999999858e+01,1.600000000000000000e+01,1.760000000000000142e+01,2.400000000000000000e+01
5.000000000000000000e+01,2.000000000000000000e+00,1.200000000000000000e+01,2.160000000000000142e+01,1.760000000000000142e+01,1.519999999999999929e+01,1.919999999999999929e+01,3.039999999999999858e+01,2.960000000000000142e+01,1.600000000000000000e+01,1.760000000000000142e+01,2.719999999999999929e+01
6.000000000000000000e+01,1.500000000000000000e+00,1.040000000000000036e+01,2.000000000000000000e+01,2.480000000000000071e+01,1.760000000000000142e+01,1.600000000000000000e+01,3.360000000000000142e+01,3.200000000000000000e+01,1.600000000000000000e+01,2.400000000000000000e+01,2.000000000000000000e+01
7.000000000000000000e+01,1.300000000000000044e+00,9.599999999999999645e+00,3.119999999999999929e+01,2.400000000000000000e+01,1.600000000000000000e+01,1.519999999999999929e+01,2.719999999999999929e+01,2.880000000000000071e+01,1.600000000000000000e+01,2.160000000000000142e+01,2.319999999999999929e+01
8.000000000000000000e+01,1.600000000000000089e+00,1.440000000000000036e+01,2.560000000000000142e+01,3.039999999999999858e+01,1.600000000000000000e+01,1.519999999999999929e+01,1.919999999999999929e+01,2.960000000000000142e+01,1.600000000000000000e+01,2.160000000000000142e+01,2.080000000000000071e+01
9.000000000000000000e+01,1.199999999999999956e+00,1.200000000000000000e+01,1.280000000000000071e+01,2.400000000000000000e+01,1.519999999999999929e+01,1.440000000000000036e+01,3.119999999999999929e+01,3.200000000000000000e+01,1.600000000000000000e+01,2.719999999999999929e+01,2.400000000000000000e+01
