0.000000000000000000e+00,2.080000000000000071e+00,4.326315789473683893e+00
1.000000000000000000e+02,2.160000000000000142e+00,4.968421052631577517e+00
2.000000000000000000e+02,2.140000000000000124e+00,5.357894736842101047e+00
3.000000000000000000e+02,2.149999999999999911e+00,4.431578947368419286e+00
4.000000000000000000e+02,2.080000000000000071e+00,4.336842105263156277e+00
5.000000000000000000e+02,2.140000000000000124e+00,4.347368421052628662e+00
6.000000000000000000e+02,2.069999999999999840e+00,4.894736842105261054e+00
7.000000000000000000e+02,2.140000000000000124e+00,3.957894736842104244e+00
8.000000000000000000e+02,2.160000000000000142e+00,4.957894736842104244e+00
9.000000000000000000e+02,2.109999999999999876e+00,4.968421052631575741e+00
1.000000000000000000e+03,2.129999999999999893e+00,4.936842105263155922e+00
1.100000000000000000e+03,2.180000000000000160e+00,4.989473684210524063e+00
1.200000000000000000e+03,2.060000000000000053e+00,5.063157894736841413e+00
1.300000000000000000e+03,2.109999999999999876e+00,4.936842105263155922e+00
1.400000000000000000e+03,2.049999999999999822e+00,4.821052631578946368e+00
1.500000000000000000e+03,2.080000000000000071e+00,4.852631578947367075e+00
1.600000000000000000e+03,2.209999999999999964e+00,3.947368421052632304e+00
1.700000000000000000e+03,2.169999999999999929e+00,4.463157894736839104e+00
1.800000000000000000e+03,2.100000000000000089e+00,4.778947368421049724e+00
1.900000000000000000e+03,2.040000000000000036e+00,4.852631578947366187e+00
2.000000000000000000e+03,2.180000000000000160e+00,4.684210526315787604e+00
2.100000000000000000e+03,2.180000000000000160e+00,5.147368421052629373e+00
2.200000000000000000e+03,2.120000000000000107e+00,5.031578947368419819e+00
2.300000000000000000e+03,2.149999999999999911e+00,4.926315789473680873e+00
2.400000000000000000e+03,2.080000000000000071e+00,5.073684210526313798e+00
2.500000000000000000e+03,2.259999999999999787e+00,5.157894736842102645e+00
2.600000000000000000e+03,2.120000000000000107e+00,5.599999999999996980e+00
2.700000000000000000e+03,2.160000000000000142e+00,5.168421052631577695e+00
2.800000000000000000e+03,2.180000000000000160e+00,4.189473684210526017e+00
2.900000000000000000e+03,2.160000000000000142e+00,4.905263157894733439e+00
3.000000000000000000e+03,2.129999999999999893e+00,5.199999999999995737e+00
3.100000000000000000e+03,2.060000000000000053e+00,4.821052631578945480e+00
3.200000000000000000e+03,2.069999999999999840e+00,5.631578947368415911e+00
3.300000000000000000e+03,2.319999999999999840e+00,4.894736842105260166e+00
3.400000000000000000e+03,2.109999999999999876e+00,4.915789473684208488e+00
3.500000000000000000e+03,2.060000000000000053e+00,4.536842105263156455e+00
3.600000000000000000e+03,2.129999999999999893e+00,4.305263157894734682e+00
3.700000000000000000e+03,2.169999999999999929e+00,5.147368421052627596e+00
3.800000000000000000e+03,2.089999999999999858e+00,4.473684210526315930e+00
3.900000000000000000e+03,2.160000000000000142e+00,4.242105263157893269e+00
4.000000000000000000e+03,2.140000000000000124e+00,5.042105263157892203e+00
4.100000000000000000e+03,2.109999999999999876e+00,5.073684210526312910e+00
4.200000000000000000e+03,2.040000000000000036e+00,5.336842105263156277e+00
4.300000000000000000e+03,2.149999999999999911e+00,5.063157894736839637e+00
4.400000000000000000e+03,2.129999999999999893e+00,4.810526315789470431e+00
4.500000000000000000e+03,2.129999999999999893e+00,4.484210526315786538e+00
4.600000000000000000e+03,2.089999999999999858e+00,5.021052631578945658e+00
4.700000000000000000e+03,2.160000000000000142e+00,4.936842105263154146e+00
4.800000000000000000e+03,2.169999999999999929e+00,4.326315789473678564e+00
4.900000000000000000e+03,2.020000000000000018e+00,4.852631578947360858e+00
5.000000000000000000e+03,2.120000000000000107e+00,5.252631578947362101e+00
5.100000000000000000e+03,2.140000000000000124e+00,4.968421052631571300e+00
5.200000000000000000e+03,2.009999999999999787e+00,4.852631578947360858e+00
5.300000000000000000e+03,2.160000000000000142e+00,4.905263157894729886e+00
5.400000000000000000e+03,2.120000000000000107e+00,4.978947368421046349e+00
5.500000000000000000e+03,2.069999999999999840e+00,4.926315789473677320e+00
5.600000000000000000e+03,2.020000000000000018e+00,4.726315789473676254e+00
5.700000000000000000e+03,2.100000000000000089e+00,5.452631578947359614e+00
5.800000000000000000e+03,2.100000000000000089e+00,5.442105263157884565e+00
5.900000000000000000e+03,2.129999999999999893e+00,4.631578947368415022e+00
6.000000000000000000e+03,2.180000000000000160e+00,4.347368421052625109e+00
6.100000000000000000e+03,2.180000000000000160e+00,5.157894736842097316e+00
6.200000000000000000e+03,2.060000000000000053e+00,4.999999999999991118e+00
6.300000000000000000e+03,2.029999999999999805e+00,4.863157894736835907e+00
6.400000000000000000e+03,2.169999999999999929e+00,5.189473684210520688e+00
6.500000000000000000e+03,2.020000000000000018e+00,4.894736842105257502e+00
6.600000000000000000e+03,2.120000000000000107e+00,5.294736842105254304e+00
6.700000000000000000e+03,2.140000000000000124e+00,4.842105263157887585e+00
6.800000000000000000e+03,2.149999999999999911e+00,5.221052631578937842e+00
6.900000000000000000e+03,1.959999999999999964e+00,5.042105263157885986e+00
7.000000000000000000e+03,2.060000000000000053e+00,4.631578947368417687e+00
7.100000000000000000e+03,2.140000000000000124e+00,5.031578947368412713e+00
7.200000000000000000e+03,2.049999999999999822e+00,5.010526315789466167e+00
7.300000000000000000e+03,2.080000000000000071e+00,5.431578947368413068e+00
7.400000000000000000e+03,2.060000000000000053e+00,5.168421052631572365e+00
7.500000000000000000e+03,2.140000000000000124e+00,5.063157894736835196e+00
7.600000000000000000e+03,2.080000000000000071e+00,5.294736842105255192e+00
7.700000000000000000e+03,2.080000000000000071e+00,4.673684210526309002e+00
7.800000000000000000e+03,1.979999999999999982e+00,4.578947368421045105e+00
7.900000000000000000e+03,2.140000000000000124e+00,4.568421052631573609e+00
8.000000000000000000e+03,2.120000000000000107e+00,3.473684210526316818e+00
8.100000000000000000e+03,1.979999999999999982e+00,3.642105263157897177e+00
8.200000000000000000e+03,1.959999999999999964e+00,3.368421052631579204e+00
8.300000000000000000e+03,2.089999999999999858e+00,4.063157894736841413e+00
8.400000000000000000e+03,1.969999999999999973e+00,4.863157894736835907e+00
8.500000000000000000e+03,2.060000000000000053e+00,3.536842105263155123e+00
8.600000000000000000e+03,2.049999999999999822e+00,3.452631578947365387e+00
8.700000000000000000e+03,2.040000000000000036e+00,4.147368421052629373e+00
8.800000000000000000e+03,2.100000000000000089e+00,5.473684210526307936e+00
8.900000000000000000e+03,2.129999999999999893e+00,4.831578947368414312e+00
9.000000000000000000e+03,1.969999999999999973e+00,4.926315789473676432e+00
9.100000000000000000e+03,2.180000000000000160e+00,4.684210526315784051e+00
9.200000000000000000e+03,2.060000000000000053e+00,3.789473684210523885e+00
9.300000000000000000e+03,2.020000000000000018e+00,4.978947368421044573e+00
9.400000000000000000e+03,2.020000000000000018e+00,5.452631578947360502e+00
9.500000000000000000e+03,2.049999999999999822e+00,5.389473684210518201e+00
9.600000000000000000e+03,2.149999999999999911e+00,5.515789473684202804e+00
9.700000000000000000e+03,2.100000000000000089e+00,5.305263157894728465e+00
9.800000000000000000e+03,2.149999999999999911e+00,4.557894736842099448e+00
9.900000000000000000e+03,2.040000000000000036e+00,5.147368421052624043e+00
