Episodes,S3,S1,B3,B2,B1,S2,episode_len
1647,9.93875,9.975,9.954375,10.59,9.686875,9.855,5.59
1683,9.768125,9.746875,9.960625,10.604375,9.513125,10.406875,5.76
1718,9.6875,10.250625,10.089375,10.003125,9.4425,10.526875,5.72
1754,9.2675,9.938125,10.048125,10.205,10.15875,10.3825,5.46
1786,9.575625,10.204375,9.80375,10.095625,10.02625,10.294375,5.84
1825,9.720625,9.883125,10.213125,10.626875,10.046875,9.509375,5.64
1859,9.408125,9.971875,10.769375,10.5075,10.06,9.283125,5.71
1892,9.395625,10.1925,10.595,10.520625,10.053125,9.243125,5.52
1924,9.521875,9.548125,10.763125,10.404375,10.448125,9.314375,6.05
1962,9.91875,9.279375,10.499375,10.3925,10.423125,9.486875,5.91
1997,9.49125,9.024375,10.89875,11.120625,10.424375,9.040625,5.62
2038,9.8375,9.374375,10.789375,10.87,10.440625,8.688125,5.4
2070,10.151875,9.64125,10.823125,10.166875,10.396875,8.82,5.55
2106,10.09125,9.834375,10.459375,9.835625,10.43,9.349375,5.61
2137,9.97375,9.8625,10.468125,9.77375,10.175625,9.74625,6.13
2173,10.17,10.00875,10.04375,9.70125,10.145625,9.930625,5.72
2204,10.6375,9.7875,10.166875,9.866875,10.191875,9.349375,6.11
2233,10.38625,9.803125,10.14125,10.24875,10.276875,9.14375,6.3
2266,9.854375,9.233125,10.755,10.581875,10.753125,8.8225,6.29
2298,9.416875,9.226875,11.145625,10.47125,10.845625,8.89375,6.46
2332,9.283125,9.2625,11.161875,10.373125,10.828125,9.09125,6.06
2360,9.563125,9.464375,10.675,10.32,10.630625,9.346875,6.38
2392,9.92125,9.784375,10.161875,10.3825,10.360625,9.389375,6.46
2421,10.173125,9.74125,10.306875,10.038125,10.324375,9.41625,6.5
2451,10.02,9.70625,10.3125,10.173125,10.41875,9.369375,6.4
2483,10.058125,9.555625,10.718125,10.32125,10.335625,9.01125,6.54
2509,10.205,9.5,10.55375,10.225,10.32125,9.195,6.74
2541,9.779375,9.52875,10.538125,10.616875,10.423125,9.11375,6.48
2570,9.85875,9.2725,10.29875,10.664375,10.661875,9.24375,6.69
2603,9.50125,9.3975,10.50125,11.043125,10.885625,8.67125,6.46
2627,9.674375,9.41375,10.640625,10.910625,10.7725,8.588125,6.83
2657,9.628125,9.509375,10.945,10.865625,10.549375,8.5025,7.21
2678,9.84875,9.310625,10.92875,11.06,10.369375,8.4825,7.49
2699,9.8125,9.484375,10.4575,10.89125,10.318125,8.63625,8.16
2724,9.465625,9.575625,10.456875,10.80625,10.461875,8.83375,8.16
2746,9.306875,9.455625,10.314375,10.81875,10.258125,9.04625,8.68
2774,8.811875,9.188125,10.59,10.9775,10.336875,9.095625,8.4
2802,8.7675,9.57625,11.108125,10.66625,10.2,9.081875,7.75
2831,9.193125,9.4225,10.94625,10.309375,10.453125,9.275625,7.25
2847,9.086875,9.359375,10.92125,10.678125,10.568125,9.18625,7.69
2878,9.05125,9.686875,10.664375,10.736875,10.760625,8.9,7.61
2904,8.9225,9.57125,10.415625,10.81625,10.766875,9.3075,7.77
2927,9.081875,9.59125,10.545625,10.77875,10.716875,9.085625,8.22
2947,9.5125,9.62,10.516875,10.48375,10.651875,9.215,8.0
2970,9.72,9.28875,10.730625,10.408125,10.421875,9.430625,8.38
2997,9.961875,9.22625,10.76875,10.6325,10.241875,9.16875,8.48
3020,10.133125,9.373125,10.64,10.690625,10.08375,9.079375,8.3
3045,10.16125,9.388125,10.386875,10.819375,10.11,8.934375,8.13
3069,10.281875,9.63875,10.034375,10.8175,10.1425,8.885,8.23
3097,10.2625,9.645625,10.200625,10.5575,10.375,8.75875,7.99
3123,10.211875,9.48,10.156875,10.69375,10.620625,8.836875,7.51
3144,9.833125,9.46375,10.3775,10.6125,10.630625,8.8825,7.97
3170,9.460625,9.4525,10.37125,10.62,10.50625,9.189375,7.95
3195,9.25625,9.485625,10.42125,10.64625,10.511875,9.27875,7.98
3224,9.18875,9.429375,10.736875,10.71875,10.57875,8.9475,7.96
3242,9.144375,9.610625,10.626875,10.9375,10.71125,8.769375,8.09
3259,9.014375,9.47625,10.471875,10.7775,10.780625,8.879375,8.85
3286,9.3,9.550625,10.3775,10.840625,10.498125,8.833125,8.83
3309,9.2875,9.565,10.47,10.696875,10.695625,8.685,8.73
3329,9.05375,9.5575,10.5525,10.56,10.475,8.80125,9.54
3351,9.548125,9.349375,10.6825,10.7775,10.440625,8.601875,8.88
3375,9.478125,8.955625,10.9875,11.02,10.668125,8.490625,8.96
3395,9.4225,8.719375,11.17875,11.170625,10.67875,8.43,9.28
3418,9.468125,8.67375,11.07125,11.2975,10.606875,8.4825,8.98
3443,9.341875,8.853125,10.998125,11.3525,10.753125,8.50125,8.72
3468,9.31625,9.29,10.825,11.351875,10.4125,8.604375,8.42
3491,9.0425,9.361875,10.7825,11.21875,10.665,8.729375,8.4
3517,9.260625,9.446875,10.645,11.28625,10.626875,8.734375,8.13
3542,9.0225,9.159375,11.100625,11.225,10.821875,8.670625,8.03
3564,9.15125,9.18125,10.905,11.253125,10.729375,8.58,8.51
3583,9.360625,9.0925,10.935625,11.225625,10.66,8.525625,8.5
3612,9.414375,9.206875,10.895625,11.329375,10.448125,8.505625,8.26
3637,9.493125,9.1075,10.7075,11.5275,10.29125,8.673125,8.52
3662,9.235,9.000625,10.738125,11.755625,10.494375,8.77625,8.42
3687,9.20375,8.91375,11.045,11.70375,10.436875,8.696875,7.75
3714,8.94625,8.825,11.145625,11.990625,10.560625,8.531875,7.9
3738,9.096875,8.944375,11.1775,11.81125,10.564375,8.205625,7.92
3759,9.1325,9.073125,11.30375,11.605625,10.486875,8.198125,8.15
3782,9.300625,8.995625,11.138125,11.50375,10.616875,8.245,8.4
3807,9.475,9.16375,10.78125,11.4025,10.440625,8.536875,8.51
3832,9.58625,9.058125,10.70875,11.334375,10.5375,8.775,8.53
3853,9.454375,8.909375,10.605,11.543125,10.5425,8.945625,8.73
3876,9.365,9.000625,10.691875,11.65375,10.3875,8.90125,8.62
3894,9.358125,8.995,11.018125,11.686875,10.514375,8.4275,8.98
3916,9.463125,9.10625,10.85125,11.7875,10.49375,8.298125,9.0
3940,9.475,9.38375,10.840625,11.7,10.24875,8.351875,9.08
3967,9.524375,9.333125,10.95875,11.62,10.405,8.15875,8.91
3985,9.465625,9.3075,10.82875,11.47875,10.3875,8.531875,9.09
4003,9.041875,9.32,10.8275,11.3925,10.141875,8.67625,9.22
4031,8.92125,9.115625,11.1,11.3725,10.245625,8.445,8.77
4050,8.6475,9.0425,11.204375,11.484375,10.40375,8.4175,9.2
4071,8.673125,9.143125,11.0475,11.24375,10.384375,8.508125,9.32
4092,8.611875,8.733125,11.179375,11.36375,10.374375,8.5375,9.55
4116,9.0125,8.54375,11.42125,11.688125,10.518125,8.41625,8.91
4141,9.14125,8.603125,11.319375,11.829375,10.321875,8.385,8.87
4160,9.273125,8.416875,11.575625,11.88125,10.359375,8.09375,8.72
4181,9.2025,8.57625,11.514375,11.96375,10.251875,8.09125,9.01
4204,9.194375,8.62375,11.42625,12.045625,10.36625,7.94375,8.95
4226,8.92125,8.83375,11.23125,11.904375,10.309375,8.4,9.01
4249,8.905,8.726875,11.264375,12.0925,10.58875,8.2225,9.02
4274,9.086875,8.749375,11.11,12.11375,10.539375,8.400625,8.57
4305,9.210625,8.995625,10.864375,11.821875,10.455,8.6525,7.94
4334,9.4,8.956875,11.160625,11.6725,10.373125,8.436875,7.49
4362,9.394375,9.133125,11.12875,11.215,10.30875,8.82,7.04
4389,9.533125,9.001875,11.36125,11.453125,10.18375,8.466875,6.97
4411,9.56125,8.964375,11.35625,11.501875,10.123125,8.293125,7.42
4438,9.554375,8.961875,11.269375,11.5075,10.09125,8.415625,7.71
4461,9.39875,8.770625,11.235,11.645,10.121875,8.42875,8.02
4489,9.065,8.776875,11.256875,11.56875,10.333125,8.599375,8.07
4518,8.80625,8.673125,11.41625,11.633125,10.574375,8.696875,7.46
4549,8.84375,8.7025,11.58,11.748125,10.46375,8.461875,6.96
4580,8.873125,8.88875,11.68625,11.645,10.396875,8.31,6.66
4608,9.054375,8.93125,11.6725,11.596875,10.194375,8.350625,6.75
4634,8.76,8.73625,11.681875,11.620625,10.340625,8.460625,6.77
4665,8.74875,8.6275,11.569375,11.893125,10.4325,8.52875,6.72
4700,8.82125,8.56875,11.48125,11.78125,10.474375,8.673125,6.49
4735,8.939375,8.515,11.53,11.97125,10.3725,8.671875,5.93
4768,8.795,8.530625,11.360625,11.72125,10.561875,8.830625,5.71
4798,8.916875,8.4675,11.311875,11.74375,10.565,8.795,6.07
4829,9.099375,8.730625,11.078125,11.606875,10.57125,8.71375,6.39
4852,9.11375,8.888125,11.02625,11.908125,10.65125,8.4125,6.91
4885,9.075,9.086875,11.106875,11.87875,10.588125,8.264375,6.9
4919,9.035,8.938125,11.2225,11.771875,10.5525,8.48,6.55
4945,8.964375,8.765625,11.22875,11.609375,10.594375,8.6375,6.41
4975,8.976875,8.610625,11.228125,11.585,10.520625,8.67875,6.52
5010,8.7825,8.685625,11.299375,11.573125,10.51875,8.540625,6.65
5040,8.665,8.815,11.37,11.566875,10.465,8.518125,6.4
5069,8.539375,8.9725,11.351875,11.605,10.463125,8.668125,6.38
5098,8.776875,9.06,11.305625,11.605625,10.449375,8.6025,6.64
5122,8.653125,9.21125,11.271875,11.50625,10.420625,8.536875,7.24
5145,8.723125,9.19875,11.289375,11.619375,10.42125,8.548125,7.58
5170,8.83625,9.25625,11.295625,11.42125,10.549375,8.44125,7.95
5195,8.6,9.260625,11.32875,11.5325,10.640625,8.4375,8.21
5226,8.654375,9.179375,11.366875,11.53,10.64,8.629375,7.63
5248,8.729375,9.206875,11.325,11.45125,10.606875,8.680625,7.38
5280,8.751875,9.25625,11.193125,11.366875,10.4925,8.739375,7.31
5316,8.82625,9.3825,11.161875,11.24875,10.429375,8.75125,6.73
5339,8.740625,9.390625,11.133125,11.161875,10.43875,8.735,6.93
5359,8.75125,9.28125,11.159375,11.215,10.419375,8.77375,7.25
5385,8.7375,9.27,11.204375,11.16375,10.518125,8.70625,7.73
5411,8.764375,9.17875,11.2375,11.27,10.641875,8.5075,8.35
5436,8.74625,9.25375,11.165625,11.3675,10.63375,8.633125,8.19
5467,8.82875,9.225625,11.149375,11.519375,10.733125,8.54375,7.4
5497,8.835625,9.185625,11.16625,11.54125,10.644375,8.626875,7.21
5523,8.75,9.0375,11.275625,11.41625,10.726875,8.59375,7.03
5549,8.6875,9.031875,11.329375,11.491875,10.66375,8.595625,7.2
5577,8.54,8.93,11.34375,11.624375,10.79375,8.568125,7.35
5611,8.646875,9.101875,11.0675,11.55125,10.763125,8.669375,6.84
5640,8.72,9.040625,11.13125,11.481875,10.750625,8.675625,7.06
5674,8.744375,9.126875,11.21125,11.44625,10.740625,8.530625,6.35
5697,8.689375,9.081875,11.1825,11.160625,10.726875,8.55875,6.76
5723,8.63625,9.12625,11.191875,11.355,10.755,8.535625,7.08
5746,8.59,9.03625,11.206875,11.395,10.745,8.626875,7.67
5786,8.67,9.088125,11.283125,11.518125,10.685625,8.755,6.77
5810,8.516875,9.084375,11.3675,11.3925,10.78375,8.655,6.99
5843,8.59,9.2125,11.275625,11.330625,10.765,8.62625,6.32
5873,8.538125,9.0975,11.279375,11.225625,10.9125,8.546875,6.63
5902,8.784375,8.939375,11.2,11.33375,10.8925,8.65,6.44
5939,8.96125,8.97,11.12625,11.32875,10.791875,8.621875,6.27
5968,8.9925,9.00875,11.12875,11.48,10.785,8.605,6.26
5998,8.86,9.13,11.22,11.445625,10.80625,8.538125,6.32
6034,8.754375,9.18375,11.165,11.455,10.86875,8.573125,6.5
6064,8.621875,9.149375,11.314375,11.508125,10.883125,8.523125,6.23
6100,8.624375,9.224375,11.2425,11.421875,10.858125,8.62875,5.94
6139,8.565,9.21,11.35,11.375,10.9125,8.5875,5.64
6176,8.70125,9.283125,11.314375,11.33125,10.860625,8.509375,5.3
6209,8.736875,9.0825,11.380625,11.324375,11.020625,8.455,5.63
6245,8.955625,9.2225,11.2325,11.0875,10.940625,8.56125,5.65
6285,8.87875,9.360625,11.15625,11.265625,10.8925,8.44625,5.55
6331,8.789375,9.1525,11.304375,11.343125,10.988125,8.4225,4.92
6357,8.784375,9.086875,11.295,11.361875,11.0175,8.454375,5.09
6380,8.8325,9.00375,11.319375,11.2575,11.0675,8.519375,6.06
6422,8.701875,9.034375,11.26125,11.370625,11.0825,8.549375,6.34
6469,8.6625,9.069375,11.41125,11.3825,10.929375,8.545,5.09
6509,8.69,9.145,11.3425,11.405,10.936875,8.480625,4.57
6549,8.7,9.10125,11.344375,11.4125,11.048125,8.39375,4.89
6594,8.620625,9.130625,11.320625,11.384375,11.03875,8.505,4.84
6638,8.750625,9.145,11.34875,11.145,11.01125,8.599375,4.62
6684,8.775625,9.130625,11.333125,11.163125,11.00875,8.58875,4.4
6726,8.7575,9.131875,11.444375,11.148125,11.08625,8.431875,4.54
6772,8.805,9.1025,11.30625,11.2,10.97625,8.61,4.46
6824,8.7775,9.00625,11.25125,11.291875,11.015625,8.6575,4.16
6878,8.7275,9.01875,11.36,11.226875,11.17125,8.495625,3.87
6924,8.87625,9.15375,11.36125,11.1175,11.073125,8.418125,4.01
6983,8.87125,9.035625,11.469375,11.1675,11.075625,8.380625,3.77
7042,8.76125,9.053125,11.485625,11.139375,11.058125,8.5025,3.45
7098,8.8275,9.156875,11.373125,11.059375,11.09875,8.484375,3.54
7155,8.829375,9.133125,11.326875,11.2325,11.0175,8.460625,3.55
7213,8.900625,9.114375,11.3275,11.19125,10.876875,8.589375,3.43
7275,8.90375,9.0525,11.3175,11.181875,10.943125,8.60125,3.39
7341,8.824375,8.985625,11.444375,11.14625,11.125,8.474375,3.13
7411,8.76,9.0375,11.430625,11.17875,11.078125,8.515,3.01
7479,8.7625,9.020625,11.41875,11.2,11.05625,8.541875,2.86
7548,8.88875,9.119375,11.4375,11.158125,10.99625,8.4,2.8
7627,8.94375,9.17625,11.41875,10.954375,10.963125,8.54375,2.64
7702,8.8475,9.103125,11.380625,11.094375,11.02875,8.545625,2.65
7781,8.89,9.066875,11.390625,11.009375,11.044375,8.59875,2.53
7858,8.9075,9.108125,11.49375,10.953125,11.0875,8.45,2.56
7934,8.85,9.07625,11.54,11.08875,11.0475,8.3975,2.7
8015,8.8825,9.02375,11.39375,11.016875,11.0875,8.595625,2.46
8096,8.740625,8.994375,11.285625,11.1875,11.149375,8.6425,2.49
8179,8.874375,9.086875,11.320625,11.075,11.0975,8.545625,2.44
8268,8.90625,9.10875,11.36375,11.03125,11.065,8.525,2.25
8358,8.91875,9.03125,11.368125,11.09875,11.105,8.478125,2.2
8443,8.885625,9.055,11.491875,11.079375,10.976875,8.51125,2.27
8532,8.9525,8.965625,11.461875,11.191875,11.0625,8.365625,2.28
8623,8.9375,9.12,11.379375,11.0825,11.096875,8.38375,2.16
8714,8.905,9.055625,11.341875,11.101875,10.97875,8.616875,2.22
8806,8.931875,9.03875,11.408125,11.0975,10.968125,8.555625,2.22
8899,8.89125,9.048125,11.42,10.989375,11.079375,8.571875,2.19
8992,8.98375,9.10625,11.398125,10.96,11.03,8.521875,2.15
9091,8.9125,9.148125,11.358125,10.936875,11.12875,8.515625,2.02
9186,8.97,9.115625,11.365625,11.016875,11.006875,8.525,2.11
9284,8.900625,9.140625,11.38125,10.946875,11.046875,8.58375,2.04
9379,8.913125,9.0375,11.34,11.0925,11.045625,8.57125,2.08
9477,8.9525,9.105,11.319375,11.025,11.024375,8.57375,2.05
9573,8.908125,9.011875,11.39875,11.10375,11.030625,8.546875,2.07
9669,8.94625,9.06,11.37125,11.12125,10.933125,8.568125,2.09
9763,8.89875,9.095625,11.37125,11.0225,11.0575,8.554375,2.13
9862,8.9125,9.021875,11.44625,11.045625,11.034375,8.539375,2.04
9956,8.91,9.025,11.44625,11.135625,11.05125,8.431875,2.11
10053,8.915625,9.02,11.41875,11.0175,11.031875,8.59625,2.05
10158,8.941071428571428,9.021428571428572,11.370833333333334,11.004166666666666,11.0875,8.575,1.9047619047619047
10260,8.947303921568627,9.03799019607843,11.346813725490197,10.990196078431373,11.036151960784315,8.641544117647058,1.9607843137254901
10358,8.924375,9.048125,11.383125,11.05375,11.035,8.555625,2.05
10460,8.94546568627451,9.049019607843137,11.443627450980392,11.064338235294118,10.96078431372549,8.536764705882353,1.9509803921568627
10565,8.877380952380953,9.066071428571428,11.414880952380953,11.036904761904761,11.031547619047618,8.573214285714286,1.9142857142857144
10664,8.95125,9.091875,11.405625,10.9675,10.953125,8.630625,2.01
10762,8.883125,9.03125,11.48375,11.063125,11.05375,8.485,2.03
10862,8.971875,9.02125,11.394375,11.03,11.025625,8.556875,1.99
10963,8.91769801980198,9.025371287128714,11.368193069306932,11.115099009900991,11.026608910891088,8.547029702970297,1.99009900990099
11066,8.907160194174757,9.009708737864077,11.364077669902912,11.055218446601941,11.02123786407767,8.642597087378642,1.9514563106796117
11171,8.932738095238095,9.038690476190476,11.388690476190476,11.008333333333333,11.00952380952381,8.62202380952381,1.9047619047619047
11274,8.869538834951456,9.0,11.440533980582524,11.050970873786408,11.107402912621358,8.531553398058252,1.941747572815534
11379,8.935714285714285,8.995238095238095,11.367261904761905,11.09047619047619,10.992857142857142,8.61845238095238,1.9047619047619047
11485,8.840801886792454,9.018867924528301,11.362028301886792,11.117334905660377,11.056603773584905,8.60436320754717,1.8867924528301887
11588,8.942354368932039,8.99757281553398,11.46359223300971,11.115898058252426,11.031553398058252,8.449029126213592,1.941747572815534
11692,8.90625,8.989783653846153,11.381610576923077,11.114783653846153,11.01141826923077,8.596153846153847,1.9038461538461537
11800,8.905671296296296,8.97337962962963,11.476851851851851,11.086805555555555,11.03761574074074,8.519675925925926,1.8703703703703705
11908,8.887731481481481,9.005208333333334,11.361689814814815,11.136574074074074,11.023726851851851,8.585069444444445,1.8518518518518519
12011,8.934466019417476,9.089199029126213,11.341626213592233,11.070995145631068,10.995145631067961,8.568567961165048,1.941747572815534
12117,8.96816037735849,9.028891509433961,11.41804245283019,11.076061320754716,10.993514150943396,8.515330188679245,1.8867924528301887
12224,8.896028037383177,9.032710280373832,11.375584112149532,11.059579439252337,11.002920560747663,8.633177570093459,1.8598130841121496
12331,8.902453271028037,8.995327102803738,11.400116822429906,11.064252336448599,11.018691588785046,8.619158878504672,1.8691588785046729
12440,8.936353211009175,9.010894495412844,11.368119266055047,11.059059633027523,10.966743119266056,8.658830275229358,1.8440366972477065
12548,8.908564814814815,9.009837962962964,11.39988425925926,11.022569444444445,11.058449074074074,8.600694444444445,1.8518518518518519
12657,8.908830275229358,9.017201834862385,11.361811926605505,11.101490825688073,11.038417431192661,8.572247706422019,1.834862385321101
12770,8.871681415929203,8.9375,11.476216814159292,11.014380530973451,11.028761061946902,8.67146017699115,1.761061946902655
12884,8.93421052631579,9.021381578947368,11.471491228070175,11.074561403508772,10.990131578947368,8.508223684210526,1.7543859649122806
12998,8.960526315789474,9.032894736842104,11.355811403508772,11.03125,11.023026315789474,8.596491228070175,1.763157894736842
13105,8.947429906542055,9.00642523364486,11.40946261682243,11.046144859813085,11.037383177570094,8.553154205607477,1.8598130841121496
13215,8.981818181818182,9.039204545454545,11.338068181818182,11.040909090909091,10.999431818181819,8.600568181818181,1.8181818181818181
13328,8.945243362831858,8.974557522123893,11.42146017699115,11.079646017699115,11.071349557522124,8.507743362831858,1.7699115044247788
13436,8.911458333333334,8.97511574074074,11.395833333333334,11.113425925925926,11.01099537037037,8.593171296296296,1.8518518518518519
13546,8.979545454545455,8.96875,11.32159090909091,11.075,11.010227272727272,8.644886363636363,1.8181818181818181
13661,8.917934782608695,9.006521739130434,11.4625,11.076630434782608,10.991304347826087,8.545108695652173,1.7478260869565216
13772,8.967905405405405,8.999436936936936,11.411036036036036,11.055743243243244,10.966216216216216,8.599662162162161,1.7927927927927927
13876,8.978365384615385,9.046274038461538,11.328125,11.054086538461538,10.948317307692308,8.64483173076923,1.9230769230769231
13989,8.893805309734514,9.024889380530974,11.473451327433628,11.108407079646017,10.97953539823009,8.519911504424778,1.7699115044247788
14103,8.975328947368421,9.018092105263158,11.365679824561404,11.016995614035087,11.015899122807017,8.608004385964913,1.7543859649122806
14214,8.92849099099099,8.99831081081081,11.390765765765765,11.02927927927928,10.98873873873874,8.664414414414415,1.8108108108108107
14328,8.87390350877193,9.03125,11.454495614035087,11.069078947368421,10.97094298245614,8.600328947368421,1.7456140350877194
14444,8.924568965517242,9.019935344827585,11.43426724137931,11.058728448275861,11.024245689655173,8.538254310344827,1.7241379310344827
14556,8.915736607142858,8.991629464285714,11.389508928571429,11.078125,11.03125,8.59375,1.7946428571428572
14670,8.925986842105264,9.016447368421053,11.44188596491228,11.063048245614034,11.054824561403509,8.49780701754386,1.7456140350877194
14781,8.95945945945946,9.01463963963964,11.39527027027027,11.054617117117116,10.9740990990991,8.601914414414415,1.8018018018018018
14897,8.947737068965518,9.00323275862069,11.344288793103448,11.039870689655173,11.009159482758621,8.655711206896552,1.7327586206896552
15008,8.954391891891891,8.985923423423424,11.460022522522523,11.04954954954955,11.011824324324325,8.538288288288289,1.7927927927927927
15120,8.904575892857142,9.012276785714286,11.38671875,11.054129464285714,11.029575892857142,8.612723214285714,1.7946428571428572
15230,8.861931818181818,8.992045454545455,11.44375,11.080681818181818,11.00625,8.615340909090909,1.8181818181818181
15344,8.942982456140351,9.00109649122807,11.317434210526315,11.067434210526315,11.020833333333334,8.650219298245615,1.7543859649122806
15453,8.94552752293578,8.972477064220184,11.412844036697248,11.057339449541285,10.99197247706422,8.619839449541285,1.834862385321101
15568,8.923913043478262,8.976630434782608,11.479347826086956,11.044021739130434,11.008152173913043,8.567934782608695,1.7391304347826086
15684,8.910021551724139,8.98760775862069,11.435344827586206,11.08405172413793,10.995689655172415,8.587284482758621,1.7241379310344827
15792,8.924189814814815,8.976273148148149,11.421875,11.044560185185185,11.017939814814815,8.615162037037036,1.8518518518518519
15905,8.935287610619469,9.025442477876107,11.383296460176991,11.044247787610619,10.998340707964601,8.613384955752212,1.7699115044247788
16018,8.933075221238939,8.998340707964601,11.408185840707965,11.098451327433628,10.962942477876107,8.59900442477876,1.752212389380531
16125,8.92231308411215,9.009929906542055,11.34696261682243,11.03679906542056,10.952102803738319,8.731892523364486,1.8878504672897196
16236,8.92454954954955,9.009572072072071,11.342342342342342,11.064752252252251,11.022522522522523,8.63626126126126,1.8018018018018018
16342,8.939268867924529,9.014150943396226,11.340212264150944,11.07311320754717,10.984080188679245,8.649174528301886,1.8867924528301887
16445,8.97390776699029,9.011529126213592,11.33859223300971,11.05885922330097,10.97390776699029,8.643203883495145,1.9320388349514563
16554,8.912270642201834,9.008600917431192,11.399082568807339,11.061926605504587,11.033830275229358,8.584288990825687,1.8440366972477065
16666,8.959821428571429,9.029017857142858,11.333705357142858,11.060267857142858,10.965959821428571,8.651227678571429,1.7857142857142858
16775,8.971330275229358,8.99197247706422,11.389908256880734,11.04644495412844,10.98795871559633,8.612385321100918,1.8256880733944953
16878,8.858009708737864,9.034587378640778,11.365898058252426,11.06007281553398,10.98361650485437,8.697815533980583,1.941747572815534
16984,8.902712264150944,8.983490566037736,11.366155660377359,11.084905660377359,10.985259433962264,8.67747641509434,1.8962264150943395
17093,8.881307339449542,8.997133027522937,11.331995412844037,11.034977064220184,11.018922018348624,8.73566513761468,1.8256880733944953
17203,8.98465909090909,8.964204545454546,11.255681818181818,11.040909090909091,11.007954545454545,8.746590909090909,1.8272727272727274
17303,8.85375,8.98875,11.37125,11.073125,11.039375,8.67375,2.0
17409,8.893867924528301,9.059551886792454,11.38502358490566,11.0625,10.943396226415095,8.65566037735849,1.8773584905660377
17516,8.884345794392523,8.994742990654206,11.325934579439252,11.078855140186915,11.018691588785046,8.697429906542055,1.8785046728971964
17619,8.868932038834952,8.995752427184467,11.326456310679612,11.038228155339805,11.008495145631068,8.762135922330097,1.941747572815534
17726,8.873831775700934,9.01285046728972,11.34696261682243,11.021028037383177,10.985397196261681,8.759929906542055,1.8598130841121496
17833,8.942172897196262,9.01285046728972,11.26285046728972,11.04731308411215,10.990070093457945,8.744742990654206,1.8691588785046729
17944,8.878378378378379,9.037162162162161,11.29617117117117,11.025337837837839,11.003378378378379,8.759572072072071,1.8108108108108107
18046,8.911764705882353,9.042892156862745,11.325367647058824,11.038602941176471,10.943627450980392,8.737745098039216,1.9509803921568627
18154,8.950231481481481,9.052083333333334,11.211226851851851,10.991898148148149,10.990162037037036,8.804398148148149,1.8518518518518519
18256,8.885416666666666,9.020220588235293,11.340686274509803,11.022058823529411,10.979779411764707,8.751838235294118,1.9705882352941178
18361,8.863095238095237,9.045833333333333,11.254166666666666,11.021428571428572,10.988690476190476,8.826785714285714,1.8952380952380952
