Episodes,S3,S1,B3,B2,B1,S2,episode_len
2373,9.5875,9.68125,10.361875,10.976875,10.1225,9.27,5.99
2410,9.499375,9.63875,10.38625,10.855625,10.149375,9.470625,5.66
2445,9.540625,9.650625,10.78375,10.514375,10.235,9.275625,5.9
2473,9.2025,9.31,11.0375,10.959375,10.448125,9.0425,6.04
2501,9.174375,9.135,11.188125,11.245,10.36125,8.89625,6.53
2528,9.454375,9.003125,10.84375,11.469375,10.209375,9.02,7.0
2565,9.1475,9.06375,10.96,11.258125,10.606875,8.96375,6.51
2599,9.075,9.215,11.063125,11.0625,10.44,9.144375,6.07
2628,8.836875,8.9725,11.030625,11.21,10.9225,9.0275,6.01
2657,8.97375,8.89625,10.935,11.561875,10.645625,8.9875,6.4
2691,9.16875,8.7825,11.13,11.21625,10.399375,9.303125,6.34
2722,9.16,8.879375,11.341875,11.17125,10.179375,9.268125,6.41
2749,8.980625,9.079375,11.416875,10.666875,10.369375,9.286875,6.54
2780,8.446875,8.505625,11.67125,11.3125,11.004375,8.859375,6.57
2804,8.335,8.08875,11.684375,11.45875,11.49375,8.739375,7.36
2832,8.5225,8.56375,11.574375,11.24875,11.1475,8.943125,7.03
2855,8.81125,8.443125,11.370625,11.273125,11.11375,8.988125,7.46
2880,8.961875,8.626875,11.45375,11.069375,10.82125,8.866875,8.04
2903,8.799375,8.785625,11.28,10.98125,10.640625,9.113125,8.01
2929,8.499375,8.776875,11.345,11.266875,10.91,8.801875,8.25
2956,8.3875,8.68,11.259375,11.314375,10.894375,9.064375,7.97
2984,8.53125,8.75125,11.245,11.1975,10.75875,9.31625,7.72
3011,8.6175,8.825,11.305625,11.22125,10.858125,9.1725,7.42
3036,8.866875,9.0175,11.13125,11.05625,10.605,9.323125,7.45
3061,8.724375,8.98625,11.335625,10.960625,10.989375,9.00375,7.73
3082,8.666875,8.69875,11.6125,11.2,10.981875,8.84,8.17
3105,8.7975,8.569375,11.653125,11.114375,11.2325,8.633125,8.38
3129,8.550625,8.494375,11.860625,11.4525,11.089375,8.5525,8.56
3150,8.680625,8.249375,11.539375,11.595625,11.21375,8.72125,8.65
3176,8.396875,8.34,11.38,11.836875,11.39375,8.6525,8.3
3204,8.25625,8.295,11.458125,11.7325,11.365625,8.8925,7.98
3233,8.33,8.829375,11.31125,11.47625,11.29375,8.759375,7.7
3251,8.311875,8.818125,11.685625,11.470625,11.23,8.48375,7.85
3273,8.63125,8.96625,11.8175,11.116875,10.979375,8.48875,8.13
3299,8.855625,8.945,11.64625,11.2075,11.015625,8.33,8.52
3318,9.04375,8.874375,11.6125,11.24375,10.768125,8.4575,9.07
3337,8.815,8.6,12.023125,11.298125,10.960625,8.303125,9.45
3358,8.656875,8.5325,11.9975,11.148125,11.2525,8.4125,9.39
3380,8.348125,8.381875,11.945,11.37,11.563125,8.391875,9.63
3402,8.23625,8.564375,11.978125,11.1575,11.584375,8.479375,9.69
3423,8.1775,8.64875,11.98125,11.25125,11.57625,8.365,9.35
3443,8.149375,8.41,11.79875,11.42875,11.779375,8.43375,9.23
3464,8.080625,8.5225,11.969375,11.720625,11.384375,8.3225,9.37
3487,7.8975,8.42,12.10125,11.665625,11.408125,8.5075,9.29
3516,7.584375,8.171875,12.230625,11.948125,11.94,8.125,9.02
3541,7.518125,8.269375,12.138125,11.81375,12.025,8.235625,8.22
3567,7.625625,8.39125,12.0525,11.65625,11.858125,8.41625,7.73
3591,7.758125,8.575,11.9375,11.676875,11.854375,8.198125,7.42
3609,7.96625,8.648125,11.738125,11.370625,11.594375,8.6825,8.32
3628,7.965625,8.644375,11.751875,11.45625,11.479375,8.7025,9.14
3644,8.23125,8.486875,11.720625,11.22125,11.191875,8.748125,9.79
3661,8.028125,8.35875,11.881875,11.341875,11.38875,8.400625,10.37
3686,8.133125,8.546875,11.928125,11.189375,11.36,8.2425,10.37
3712,7.99125,8.31625,12.270625,11.363125,11.46375,7.995,9.72
3734,7.806875,8.28625,12.454375,11.446875,11.758125,7.8475,9.08
3758,7.841875,8.3675,12.40125,11.57625,12.006875,7.60625,8.47
3776,7.75625,8.26125,12.34,11.56625,12.19875,7.8775,8.79
3798,7.790625,8.333125,12.3325,11.545,11.956875,8.041875,9.06
3815,7.915625,8.670625,11.984375,11.494375,11.753125,8.181875,9.79
3831,8.19375,8.848125,11.956875,11.45625,11.414375,8.130625,10.37
3845,8.061875,8.8675,11.83,11.555625,11.126875,8.158125,10.9
3862,8.02125,8.984375,11.605,11.456875,11.068125,8.064375,11.3
3882,7.980625,8.814375,11.59375,11.585,11.200625,7.825625,11.26
3900,7.8375,8.404375,11.830625,11.865,11.46875,7.59375,11.58
3917,7.75875,8.130625,11.96125,11.88125,11.55125,7.516875,11.72
3934,7.71625,8.143125,11.725625,11.7325,11.7375,7.545,11.42
3955,7.92,8.175,11.943125,11.575625,11.898125,7.688125,10.92
3973,7.9625,8.200625,11.904375,11.583125,11.74,7.809375,10.77
3995,8.014375,8.15875,11.554375,11.570625,12.050625,7.85125,10.72
4008,8.020625,8.314375,11.530625,11.48375,12.07375,7.976875,10.7
4024,8.048125,8.403125,11.49625,11.47125,11.843125,7.938125,11.05
4046,8.08625,8.403125,11.469375,11.501875,11.85625,7.883125,10.96
4063,8.2175,8.4125,11.42,11.461875,11.806875,7.68125,11.25
4082,8.180625,8.370625,11.79625,11.42125,11.78,7.65125,11.27
4101,8.29625,8.4025,11.74,11.4075,11.84625,7.5075,11.14
4116,8.134375,8.403125,11.8325,11.4725,11.924375,7.633125,10.9
4135,8.06,8.291875,11.763125,11.619375,11.931875,7.73375,10.95
4149,8.185625,8.24875,11.84625,11.5975,11.849375,7.6725,11.73
4164,8.1425,8.329375,11.7325,11.534375,11.93625,7.725,11.74
4180,8.181875,8.50625,11.438125,11.505,12.17875,7.59,12.2
4198,8.00625,8.558125,11.339375,11.520625,11.81125,7.764375,12.32
4215,8.188125,8.84125,11.329375,11.429375,11.748125,7.66375,12.03
4235,8.319375,9.0775,11.325625,11.3425,11.56875,7.56625,12.01
4254,8.2475,8.9925,11.2725,11.435625,11.764375,7.6875,11.18
4273,8.065,9.156875,11.539375,11.449375,11.5925,7.796875,10.68
4290,8.239375,8.951875,11.376875,11.600625,11.706875,7.924375,10.64
4309,8.320625,8.77,11.268125,11.680625,11.706875,7.85375,10.77
4326,8.2775,8.5075,11.195,11.83,11.746875,8.043125,11.09
4339,8.29625,8.2675,11.198125,11.73625,11.55,7.951875,11.41
4358,8.31,8.27,11.2025,11.711875,11.163125,8.1425,11.39
4376,8.425625,8.18875,11.12125,11.703125,10.995625,8.165625,11.4
4396,8.37125,8.335625,11.315,11.51,10.7925,8.075625,11.66
4411,8.440625,8.3325,11.59375,11.4875,10.965,7.980625,11.46
4435,8.526875,8.651875,11.575625,11.423125,10.981875,8.040625,10.3
4456,8.684375,8.72875,11.42375,11.544375,11.1025,7.71625,10.2
4472,8.72,8.681875,11.334375,11.51625,11.030625,7.916875,10.52
4492,8.71625,8.51625,11.3225,11.673125,11.10875,7.863125,10.25
4512,8.690625,8.53375,11.225,11.803125,11.239375,7.908125,9.68
4535,8.4325,8.375625,11.3,11.783125,10.91375,7.995,9.97
4559,8.334375,8.314375,11.5125,11.880625,10.945,8.013125,9.78
4581,8.250625,8.645,11.4725,11.780625,11.518125,7.733125,8.89
4601,8.205,8.616875,11.405625,11.7225,11.543125,7.906875,9.05
4614,8.19875,8.646875,11.500625,11.703125,11.5975,7.753125,9.82
4643,8.481875,8.864375,11.318125,11.671875,11.67875,7.785,9.17
4669,8.534375,8.92625,11.2625,11.584375,11.628125,7.864375,9.3
4695,8.559375,8.82875,11.208125,11.59,11.36375,8.05,8.58
4714,8.6475,8.978125,10.8775,11.49125,11.4225,8.183125,8.02
4735,8.535625,8.906875,11.024375,11.525625,11.59125,8.01625,8.66
4763,8.449375,8.740625,11.079375,11.563125,11.3175,8.25,8.63
4781,8.485625,8.814375,11.185625,11.531875,11.03375,8.14875,9.02
4802,8.42625,9.0775,11.21125,11.5325,11.0575,8.095,9.25
4824,8.516875,9.069375,11.23,11.575,11.0275,8.18125,9.03
4854,8.64375,9.274375,11.0125,11.636875,11.103125,7.929375,8.83
4881,8.594375,9.18375,10.840625,11.67625,11.3025,8.2025,7.98
4901,8.523125,8.94375,10.91125,11.77875,11.25,8.193125,8.07
4922,8.61125,8.795,10.839375,11.8,11.251875,8.1025,8.27
4942,8.795,8.6675,10.92375,11.65625,10.906875,8.250625,8.68
4968,8.821875,8.735,10.9125,11.6075,10.989375,8.13375,8.99
4988,8.9125,8.75625,10.826875,11.573125,10.72375,8.2075,9.43
5006,8.823125,8.930625,10.6975,11.64625,10.70375,8.19875,9.36
5031,8.865625,9.068125,10.743125,11.6625,10.665,8.195625,8.92
5048,8.736875,8.935625,10.770625,11.773125,10.68125,8.1025,9.55
5067,8.693125,8.95125,10.784375,11.83,10.86125,8.08,10.04
5092,8.54625,8.95375,11.015625,11.939375,10.92,8.025,9.39
5113,8.61875,8.961875,11.1025,11.940625,10.985,7.99125,9.23
5136,8.544375,8.74375,11.226875,11.885625,10.955,8.044375,9.46
5156,8.409375,8.888125,11.345625,11.855625,11.096875,8.004375,9.05
5178,8.495625,8.974375,11.241875,11.683125,10.6125,8.1925,8.99
5198,8.436875,9.070625,11.21625,11.649375,10.505,8.321875,9.05
5225,8.521875,9.02875,11.21,11.654375,10.49125,8.29375,8.56
5251,8.4525,9.006875,11.1075,11.639375,10.61125,8.3825,8.54
5279,8.54625,9.12625,11.155,11.645,10.814375,8.313125,7.97
5307,8.673125,9.158125,11.046875,11.595625,11.02625,8.3,7.3
5336,8.7625,8.966875,10.89875,11.45875,11.0275,8.485625,7.27
5364,8.97125,8.990625,10.79625,11.438125,10.79125,8.6125,6.6
5389,9.054375,8.930625,10.8,11.38625,10.771875,8.656875,7.01
5410,8.884375,8.978125,10.921875,11.418125,10.514375,8.683125,7.72
5435,8.829375,9.17125,11.03125,11.5,10.53875,8.529375,8.11
5467,8.680625,9.1125,11.246875,11.471875,10.6925,8.395625,7.92
5494,8.755,9.095625,11.168125,11.4575,10.783125,8.540625,7.45
5521,8.63875,8.955,11.183125,11.52625,10.675625,8.62125,7.13
5553,8.695625,8.876875,11.126875,11.543125,10.58,8.5775,6.92
5586,8.65125,9.01625,11.08625,11.585,10.761875,8.499375,6.69
5612,8.615625,8.913125,11.2225,11.57,10.69375,8.385,7.03
5650,8.8,9.093125,11.191875,11.4875,10.56875,8.45875,6.47
5683,8.77875,9.08125,11.348125,11.434375,10.719375,8.438125,6.12
5710,8.83875,9.345625,11.200625,11.4575,10.66875,8.48875,6.27
5750,8.665,9.35625,11.241875,11.55375,10.835625,8.3475,6.09
5792,8.7425,9.385,11.199375,11.534375,10.74375,8.395,5.64
5833,8.694375,9.340625,11.1075,11.48125,10.908125,8.468125,4.81
5877,8.735625,9.3925,11.1075,11.53,10.77,8.464375,4.88
5910,8.665625,9.350625,11.08875,11.523125,10.923125,8.44875,5.28
5942,8.716875,9.371875,11.06375,11.593125,10.89,8.364375,5.64
5974,8.703125,9.2925,11.144375,11.595,10.92875,8.33625,6.06
6017,8.844375,9.3225,11.138125,11.534375,10.840625,8.32,5.55
6071,8.788125,9.094375,11.2075,11.555,10.83625,8.51875,4.18
6108,8.75875,9.094375,11.216875,11.551875,10.770625,8.6075,4.65
6151,8.725625,8.990625,11.2675,11.57625,10.868125,8.571875,4.76
6194,8.694375,8.994375,11.394375,11.475625,11.003125,8.438125,4.77
6237,8.6575,9.044375,11.2525,11.46875,11.059375,8.5175,4.7
6284,8.734375,9.04,11.13,11.550625,11.003125,8.541875,4.39
6324,8.76,9.085625,11.1425,11.62875,10.92625,8.456875,4.68
6368,8.776875,9.219375,11.07125,11.57625,10.870625,8.485625,4.68
6421,8.8525,9.33,11.000625,11.505,10.708125,8.60375,4.07
6470,8.775,9.218125,11.160625,11.4875,10.785,8.57375,3.96
6512,8.725625,9.2,11.1625,11.4775,11.010625,8.42375,4.28
6561,8.601875,9.174375,11.163125,11.57375,10.96,8.526875,4.38
6612,8.578125,9.114375,11.151875,11.58,11.01375,8.561875,4.02
6661,8.57375,9.16625,11.16375,11.535,11.031875,8.529375,3.95
6717,8.565625,9.27625,11.085625,11.5875,10.960625,8.524375,3.86
6764,8.648125,9.273125,11.088125,11.570625,10.96375,8.45625,3.93
6818,8.75125,9.234375,11.14875,11.54625,10.963125,8.35625,3.97
6873,8.819375,9.206875,11.078125,11.5525,10.943125,8.4,3.68
6930,8.7225,9.1475,11.169375,11.42,10.946875,8.59375,3.38
6985,8.64625,9.1725,11.228125,11.543125,10.839375,8.570625,3.5
7046,8.623125,9.24,11.150625,11.545,10.801875,8.639375,3.24
7104,8.691875,9.143125,11.12125,11.491875,11.088125,8.46375,3.31
7161,8.7425,9.048125,11.20375,11.52375,11.090625,8.39125,3.36
7224,8.6225,9.11875,11.345625,11.4125,11.02875,8.471875,3.28
7287,8.5,9.221875,11.379375,11.5025,10.989375,8.406875,3.28
7353,8.495,9.12625,11.19375,11.564375,11.09875,8.521875,3.12
7420,8.63,9.101875,11.10375,11.619375,10.98875,8.55625,2.92
7492,8.713125,9.01875,11.14,11.525,11.023125,8.58,2.85
7560,8.54,8.954375,11.33125,11.673125,11.08375,8.4175,2.7
7630,8.50875,8.97875,11.38625,11.6,11.14125,8.385,2.9
7704,8.644375,9.0525,11.1425,11.613125,11.071875,8.475625,2.77
7780,8.674375,9.07,11.14375,11.561875,11.17875,8.37125,2.58
7859,8.6075,9.078125,11.150625,11.53875,11.12625,8.49875,2.55
7944,8.55,9.104375,11.284375,11.45625,11.085,8.52,2.39
8024,8.636875,9.051875,11.22125,11.49,11.096875,8.503125,2.51
8102,8.57625,9.010625,11.271875,11.569375,10.975625,8.59625,2.58
8194,8.570625,9.03625,11.181875,11.54125,11.131875,8.538125,2.23
8278,8.573125,9.11125,11.208125,11.52625,11.08125,8.5,2.35
8368,8.72875,9.06,11.17875,11.4925,10.993125,8.546875,2.28
8457,8.555625,9.026875,11.305,11.471875,11.153125,8.4875,2.28
8539,8.555,8.96,11.260625,11.485625,11.090625,8.648125,2.37
8626,8.554375,9.15,11.20125,11.591875,10.899375,8.603125,2.36
8721,8.454375,9.128125,11.18,11.506875,10.98625,8.744375,2.12
8808,8.4925,9.06625,11.228125,11.50125,11.125625,8.58625,2.28
8897,8.538125,8.995,11.258125,11.50375,11.154375,8.550625,2.27
8988,8.485625,9.016875,11.28,11.5475,11.183125,8.486875,2.18
9080,8.479375,8.948125,11.43125,11.42875,11.145,8.5675,2.14
9172,8.606875,9.105625,11.13,11.458125,11.1,8.599375,2.18
9262,8.45375,9.1225,11.293125,11.558125,11.121875,8.450625,2.19
9350,8.5275,8.985625,11.264375,11.5625,11.155625,8.504375,2.25
9445,8.58625,8.98125,11.25625,11.474375,11.16625,8.535625,2.11
9540,8.633125,9.03375,11.17875,11.40375,11.155,8.595625,2.12
9632,8.559375,8.975,11.3,11.528125,11.108125,8.529375,2.17
9724,8.6125,8.9775,11.26875,11.494375,11.158125,8.48875,2.19
9814,8.51625,9.046875,11.278125,11.361875,11.13,8.666875,2.18
9905,8.573125,8.9575,11.22,11.5075,11.091875,8.65,2.26
10000,8.4675,9.035,11.37375,11.48,11.06875,8.575,2.13
10096,8.508125,9.023125,11.278125,11.544375,11.084375,8.561875,2.09
10190,8.6025,8.974375,11.263125,11.468125,11.07,8.621875,2.16
10287,8.56375,9.008125,11.315,11.444375,11.07375,8.595,2.07
10384,8.644375,9.033125,11.25875,11.3825,11.003125,8.678125,2.05
10480,8.56375,9.086875,11.323125,11.46625,10.9125,8.6475,2.11
10574,8.550625,9.01125,11.23,11.49875,11.15375,8.555625,2.13
10666,8.605625,8.999375,11.225625,11.425,11.044375,8.7,2.17
10765,8.62125,8.9925,11.2575,11.41,11.056875,8.661875,2.03
10856,8.514375,8.98,11.284375,11.429375,11.18875,8.603125,2.18
10955,8.5825,9.0,11.3,11.429375,11.045625,8.6425,2.05
11053,8.5975,9.006875,11.288125,11.45125,11.045625,8.610625,2.03
11149,8.595625,9.04375,11.27875,11.401875,11.0625,8.6175,2.11
11249,8.5725,9.03,11.2425,11.480625,11.03625,8.638125,2.0
11344,8.56375,9.025,11.33,11.49875,10.9925,8.59,2.1
11447,8.611650485436893,8.983009708737864,11.268203883495145,11.486650485436893,11.046723300970873,8.60376213592233,1.9514563106796117
11551,8.569110576923077,9.025240384615385,11.305889423076923,11.44110576923077,11.057692307692308,8.600961538461538,1.9326923076923077
11650,8.555,8.97125,11.29375,11.509375,11.083125,8.5875,2.01
11748,8.60125,8.989375,11.29125,11.48875,11.039375,8.59,2.03
11854,8.54186320754717,8.972287735849056,11.310141509433961,11.399764150943396,11.129127358490566,8.64681603773585,1.8867924528301887
11951,8.539375,9.059375,11.29625,11.464375,11.1,8.540625,2.06
12054,8.57888349514563,9.02002427184466,11.279126213592233,11.476941747572816,11.14138349514563,8.50364077669903,1.9320388349514563
12157,8.507281553398059,8.862257281553399,11.39502427184466,11.493932038834952,11.200242718446601,8.54126213592233,1.941747572815534
12251,8.5925,8.98125,11.301875,11.4475,11.12125,8.555625,2.1
12357,8.56367924528302,8.93808962264151,11.268867924528301,11.483490566037736,11.10554245283019,8.640330188679245,1.9056603773584906
12462,8.568452380952381,8.911309523809523,11.313690476190477,11.523809523809524,11.161904761904761,8.520833333333334,1.9047619047619047
12565,8.524271844660195,8.984223300970873,11.350121359223301,11.52366504854369,11.030946601941748,8.586771844660195,1.9320388349514563
12664,8.52375,8.97,11.35125,11.4825,11.13625,8.53625,2.0
12768,8.588942307692308,9.022836538461538,11.24579326923077,11.392427884615385,11.146033653846153,8.603966346153847,1.9423076923076923
12874,8.492924528301886,8.922759433962264,11.345518867924529,11.528301886792454,11.130896226415095,8.579599056603774,1.8679245283018868
12982,8.575810185185185,8.986689814814815,11.291666666666666,11.46238425925926,11.08912037037037,8.594328703703704,1.8611111111111112
13087,8.519642857142857,9.010714285714286,11.298214285714286,11.454761904761904,11.082142857142857,8.63452380952381,1.9047619047619047
13190,8.51881067961165,9.054004854368932,11.239684466019417,11.535194174757281,11.129854368932039,8.52245145631068,1.941747572815534
13295,8.548214285714286,8.992261904761905,11.326190476190476,11.469642857142857,11.133928571428571,8.529761904761905,1.9142857142857144
13395,8.465,9.01,11.328125,11.57875,11.110625,8.5075,1.99
13505,8.574431818181818,9.048863636363636,11.2125,11.494318181818182,11.176136363636363,8.49375,1.8181818181818181
13614,8.565940366972477,8.962155963302752,11.331422018348624,11.539564220183486,11.090022935779816,8.510894495412844,1.834862385321101
13721,8.499415887850468,9.053154205607477,11.268107476635514,11.503504672897197,11.158294392523365,8.517523364485982,1.8785046728971964
13831,8.517613636363636,9.008522727272727,11.278977272727273,11.521022727272728,11.161363636363637,8.5125,1.8181818181818181
13935,8.537860576923077,9.010216346153847,11.250600961538462,11.482572115384615,11.255408653846153,8.463341346153847,1.9134615384615385
14045,8.520454545454545,8.981818181818182,11.346590909090908,11.490340909090909,11.160795454545454,8.5,1.8272727272727274
14157,8.534598214285714,8.989955357142858,11.334821428571429,11.478794642857142,11.080915178571429,8.580915178571429,1.7767857142857142
14269,8.53125,9.037388392857142,11.281808035714286,11.434151785714286,11.16015625,8.555245535714286,1.7857142857142858
14379,8.544886363636364,8.957954545454545,11.366477272727273,11.518181818181818,11.1375,8.475,1.8181818181818181
14483,8.560096153846153,9.010817307692308,11.303485576923077,11.46514423076923,11.198317307692308,8.462139423076923,1.9230769230769231
14595,8.553013392857142,9.035714285714286,11.244419642857142,11.463169642857142,11.178013392857142,8.525669642857142,1.7857142857142858
14713,8.53072033898305,9.007944915254237,11.288665254237289,11.529131355932204,11.174258474576272,8.46927966101695,1.7033898305084745
14826,8.52599557522124,8.918141592920353,11.36283185840708,11.537057522123893,11.204092920353983,8.451880530973451,1.7699115044247788
14943,8.515491452991453,8.97275641025641,11.356837606837606,11.416666666666666,11.205128205128204,8.533119658119658,1.7094017094017093
15054,8.51126126126126,9.014076576576576,11.309684684684685,11.438063063063064,11.192567567567568,8.534346846846846,1.7927927927927927
15167,8.519358407079647,8.94745575221239,11.306969026548673,11.46570796460177,11.198008849557523,8.5625,1.7699115044247788
15280,8.567477876106194,9.015486725663717,11.251106194690266,11.440265486725664,11.18141592920354,8.544247787610619,1.7699115044247788
15386,8.495872641509434,9.06367924528302,11.223466981132075,11.54186320754717,11.204599056603774,8.470518867924529,1.8962264150943395
15500,8.47094298245614,8.949561403508772,11.314144736842104,11.478070175438596,11.260964912280702,8.526315789473685,1.7456140350877194
15612,8.513950892857142,9.0,11.329241071428571,11.444196428571429,11.217633928571429,8.494977678571429,1.7946428571428572
15733,8.456611570247935,8.945764462809917,11.402892561983471,11.544421487603305,11.174070247933884,8.476239669421487,1.6528925619834711
15845,8.529575892857142,9.034598214285714,11.301897321428571,11.48828125,11.119977678571429,8.525669642857142,1.7857142857142858
15959,8.521381578947368,8.976973684210526,11.331688596491228,11.461622807017545,11.15296052631579,8.555372807017545,1.7456140350877194
16073,8.513157894736842,8.961622807017545,11.397478070175438,11.429276315789474,11.18421052631579,8.514254385964913,1.763157894736842
16183,8.465909090909092,8.97784090909091,11.398863636363636,11.480681818181818,11.176704545454545,8.5,1.8181818181818181
16295,8.54296875,8.983258928571429,11.295758928571429,11.444754464285714,11.213727678571429,8.51953125,1.7857142857142858
16408,8.50995575221239,8.899889380530974,11.42146017699115,11.50387168141593,11.158185840707965,8.506637168141593,1.761061946902655
16522,8.549890350877194,8.989035087719298,11.348684210526315,11.424342105263158,11.179824561403509,8.508223684210526,1.763157894736842
16631,8.465596330275229,8.971330275229358,11.365252293577981,11.454128440366972,11.250573394495413,8.493119266055047,1.8256880733944953
16746,8.509782608695652,8.9875,11.333695652173914,11.542391304347825,11.167934782608695,8.458695652173914,1.7478260869565216
16853,8.535046728971963,8.835864485981308,11.36857476635514,11.503504672897197,11.24591121495327,8.511098130841122,1.8691588785046729
16965,8.501116071428571,8.943080357142858,11.358816964285714,11.518415178571429,11.178571428571429,8.5,1.7767857142857142
17080,8.48858695652174,8.98804347826087,11.328804347826088,11.521739130434783,11.153260869565218,8.519565217391305,1.7478260869565216
17197,8.521901709401709,9.000534188034187,11.273504273504274,11.477564102564102,11.228632478632479,8.497863247863247,1.7094017094017093
17314,8.553952991452991,8.966880341880342,11.302884615384615,11.431623931623932,11.164529914529915,8.580128205128204,1.7094017094017093
17429,8.505434782608695,8.967391304347826,11.34945652173913,11.490217391304348,11.142934782608696,8.544565217391304,1.7391304347826086
17544,8.498369565217391,8.96304347826087,11.334782608695653,11.48913043478261,11.2,8.514673913043477,1.7391304347826086
17663,8.505777310924369,8.964810924369749,11.367121848739496,11.444327731092438,11.196953781512605,8.521008403361344,1.680672268907563
17778,8.472282608695652,8.951630434782608,11.36304347826087,11.508152173913043,11.202173913043477,8.502717391304348,1.7391304347826086
17894,8.48114224137931,8.98760775862069,11.335668103448276,11.50969827586207,11.13739224137931,8.548491379310345,1.7241379310344827
18015,8.497417355371901,8.958677685950413,11.37809917355372,11.476756198347108,11.149276859504132,8.539772727272727,1.6446280991735538
18132,8.534188034188034,8.972222222222221,11.349893162393162,11.395299145299145,11.176282051282051,8.572115384615385,1.7179487179487178
18249,8.555021367521368,8.966880341880342,11.31784188034188,11.375,11.166132478632479,8.619123931623932,1.7008547008547008
18364,8.456521739130435,9.021739130434783,11.354347826086956,11.441304347826087,11.17663043478261,8.549456521739131,1.7478260869565216
