Episodes,S3,S1,B3,B2,B1,S2,episode_len
1387,9.036875,9.779375,10.460625,10.3325,10.498125,9.8925,4.72
1429,9.030625,9.578125,11.03,10.63625,10.483125,9.241875,4.66
1469,9.2925,9.08,11.184375,10.554375,10.6175,9.27125,4.79
1508,9.71,9.815625,10.6625,9.90125,10.384375,9.52625,5.13
1548,9.715,9.985,10.695625,10.31,10.255,9.039375,5.0
1587,9.34,9.67875,10.675625,10.565,10.455625,9.285,5.19
1628,9.71375,9.18625,10.45,10.60125,10.62125,9.4275,4.97
1665,9.530625,9.354375,10.42,10.441875,10.74,9.513125,4.99
1707,9.33,9.825625,10.35875,10.5575,10.58625,9.341875,5.14
1746,9.335,10.06,10.00375,11.1375,10.27625,9.1875,4.99
1789,9.618125,9.959375,10.138125,11.373125,9.926875,8.984375,4.79
1827,10.005,9.793125,9.909375,10.768125,10.01375,9.510625,5.08
1868,9.67625,10.13875,10.071875,10.67625,10.27625,9.160625,4.98
1907,9.37,10.37875,9.935,10.464375,10.324375,9.5275,4.96
1945,8.8475,10.23875,10.268125,10.61,10.493125,9.5425,5.05
1979,8.899375,9.9025,10.483125,10.68875,10.321875,9.704375,5.4
2018,9.18875,9.9125,10.47,10.95625,9.951875,9.520625,5.36
2052,9.7575,10.12625,10.316875,10.8075,9.546875,9.445,5.64
2088,9.956875,10.276875,10.238125,10.535,9.388125,9.605,5.61
2123,9.44625,10.33625,10.90875,10.69375,9.433125,9.181875,5.68
2158,9.05125,10.2125,10.958125,10.901875,9.750625,9.125625,5.64
2192,8.64375,9.37625,10.98125,11.236875,10.543125,9.21875,5.78
2232,8.88625,9.339375,10.670625,10.556875,11.153125,9.39375,5.55
2266,9.485,9.874375,10.224375,10.48875,10.728125,9.199375,5.28
2299,9.8175,10.278125,10.16625,10.219375,10.253125,9.265625,5.61
2336,9.693125,10.103125,10.5725,10.744375,10.133125,8.75375,5.75
2372,9.0875,9.7375,10.783125,11.028125,10.381875,8.981875,5.67
2405,9.180625,9.626875,10.73,10.9225,10.356875,9.183125,5.57
2443,8.825625,9.470625,10.48125,11.1525,10.34625,9.72375,5.71
2474,9.266875,9.493125,10.24,10.99875,10.345,9.65625,5.84
2511,9.070625,9.2875,10.45875,11.4925,10.495625,9.195,5.52
2541,9.55,9.416875,10.129375,10.95625,10.67125,9.27625,6.03
2572,9.80625,9.87875,9.678125,10.5525,10.26375,9.820625,6.21
2607,9.708125,10.038125,9.4175,10.400625,10.12875,10.306875,6.35
2636,9.4775,10.011875,9.799375,10.365625,9.945,10.400625,6.34
2671,8.97,9.89625,10.195,11.133125,10.189375,9.61625,6.06
2701,8.76375,9.78125,10.459375,11.311875,10.425625,9.258125,6.32
2731,9.018125,9.93125,10.14125,11.53875,10.120625,9.25,6.38
2769,9.120625,9.955625,10.20625,11.244375,10.313125,9.16,6.15
2801,9.650625,9.885,10.275,11.24875,9.896875,9.04375,6.04
2830,9.62,9.766875,10.40125,11.276875,10.365625,8.569375,6.04
2852,9.61125,9.798125,10.3875,11.21625,10.185625,8.60125,6.95
2878,9.81375,9.665,10.495,11.18625,10.175,8.465,7.45
2902,9.491875,9.959375,10.46125,10.98375,10.359375,8.544375,7.86
2935,9.5725,9.51625,10.54,10.975625,10.081875,9.11375,7.54
2961,9.356875,9.68625,10.250625,10.99875,10.16375,9.34375,7.26
2989,9.605625,9.6075,10.20625,10.969375,10.021875,9.389375,6.91
3018,9.355,9.718125,10.071875,11.159375,10.23625,9.259375,7.06
3043,9.375,9.713125,10.23875,10.811875,10.434375,9.226875,7.47
3071,8.906875,9.775625,10.67,11.086875,10.278125,9.2825,7.26
3103,9.176875,9.819375,10.973125,10.950625,10.291875,8.788125,6.88
3128,8.93875,10.124375,11.124375,10.7075,10.27,8.835,7.12
3149,9.080625,10.195,11.125,10.8875,10.220625,8.49125,7.68
3176,9.574375,10.210625,10.81875,10.511875,10.21375,8.670625,7.67
3209,9.550625,10.3275,10.34,10.36,10.063125,9.35875,7.54
3234,9.6925,9.98125,10.07625,10.51875,10.319375,9.411875,7.13
3258,9.349375,9.823125,10.239375,10.88375,10.42625,9.278125,7.49
3283,9.3825,9.71875,9.971875,11.048125,10.5925,9.28625,7.6
3303,9.444375,9.80625,10.013125,10.753125,10.594375,9.38875,8.28
3330,9.35375,9.91125,10.138125,10.678125,10.411875,9.506875,8.34
3357,9.769375,10.18125,9.824375,10.6025,9.893125,9.729375,8.03
3384,9.735625,10.065,9.881875,10.559375,10.150625,9.6075,7.83
3409,9.795,9.88375,9.741875,10.7975,9.79,9.991875,7.57
3431,10.04875,9.95375,9.863125,10.7525,9.745,9.636875,7.89
3459,9.9875,10.21625,9.786875,10.37125,10.00875,9.629375,7.82
3480,10.02125,9.983125,9.875,10.281875,9.83125,9.6075,8.42
3503,9.955,10.09875,9.735625,10.425625,10.105,9.28,8.34
3526,10.0075,9.99375,9.405,10.448125,9.931875,9.61375,8.3
3541,9.77625,9.89875,9.780625,10.33125,10.043125,9.57,8.97
3563,9.5925,9.8925,9.819375,10.685625,10.1125,9.4975,9.54
3591,9.49875,10.125625,9.903125,10.59625,9.926875,9.749375,9.03
3618,9.56,10.216875,10.04125,10.375625,10.121875,9.484375,8.87
3638,9.59,10.215625,9.963125,10.429375,10.059375,9.7425,8.6
3661,9.7475,10.261875,9.84375,10.384375,10.008125,9.754375,8.11
3682,9.845,10.259375,9.86875,10.34375,10.12,9.563125,8.61
3703,10.060625,10.38375,9.621875,10.25875,10.08875,9.58625,9.08
3726,10.144375,10.256875,9.4925,10.2175,10.2,9.48875,9.07
3749,10.38625,10.43,9.3875,9.993125,10.1625,9.440625,8.93
3770,10.288125,10.371875,9.505,9.954375,10.225625,9.255,9.03
3796,10.203125,10.098125,9.63,10.201875,10.3325,8.934375,8.67
3820,10.349375,10.355625,9.360625,10.130625,10.07375,9.33,8.59
3840,10.46125,10.085625,9.47625,10.106875,9.975,9.295,8.63
3856,10.608125,10.04125,9.52875,9.9125,9.946875,9.1625,9.04
3879,10.521875,9.864375,9.475625,10.03125,9.905625,9.40125,9.34
3902,10.39125,9.863125,9.43625,10.035,9.84875,9.825625,9.35
3921,10.118125,9.955,9.68,10.119375,9.86125,9.66625,9.83
3938,9.97125,9.934375,9.791875,10.32875,10.021875,9.551875,10.24
3958,9.88375,10.070625,9.608125,10.40625,10.034375,9.796875,9.83
3982,10.095625,10.324375,9.5225,10.29125,9.811875,9.754375,9.89
4001,10.25875,10.3175,9.63625,10.146875,9.826875,9.61375,10.07
4024,10.325,10.1525,9.608125,10.104375,10.0525,9.5575,9.67
4048,10.5625,10.453125,9.228125,10.1425,10.0025,9.61125,8.7
4067,10.465625,10.275625,9.40375,10.22625,10.071875,9.556875,9.2
4085,10.43875,10.401875,9.274375,10.185,9.9325,9.7675,9.49
4105,10.26625,10.35125,9.2525,10.256875,10.1,9.573125,9.67
4123,10.48125,10.349375,9.061875,10.200625,10.00375,9.703125,10.03
4144,10.565,10.364375,9.161875,10.133125,9.819375,9.75625,10.19
4165,10.81,10.181875,9.211875,10.176875,9.8275,9.591875,10.09
4185,10.75625,10.365,9.299375,10.12875,9.624375,9.42625,10.07
4208,10.98125,10.5725,9.063125,9.965625,9.185,9.6325,9.73
4224,10.71625,10.646875,9.19125,9.930625,9.0875,9.6275,9.94
4242,10.738125,10.599375,9.211875,10.096875,9.04,9.51375,10.13
4260,10.475,10.720625,9.32625,10.2,9.1,9.378125,10.61
4280,10.4325,10.405,9.456875,10.251875,9.495,9.35875,10.54
4300,10.26875,10.539375,9.365625,10.1975,9.644375,9.184375,10.82
4316,10.376875,10.3875,9.4075,10.4925,9.4125,9.323125,10.89
4333,10.355,10.178125,9.364375,10.504375,9.7575,9.240625,10.73
4352,10.153125,10.1175,9.515,10.145625,9.826875,9.441875,10.78
4375,10.31,10.14375,9.34625,9.91875,9.7275,9.55375,10.4
4404,10.388125,10.214375,9.33625,9.8375,9.68625,9.7375,9.62
4423,10.479375,10.508125,9.24875,9.805,9.8375,9.72125,8.97
4444,10.409375,10.449375,9.218125,9.8875,9.779375,9.65625,8.75
4463,10.7425,10.566875,9.065,9.81125,9.7475,9.666875,9.17
4487,10.73,10.629375,9.3425,9.936875,9.7425,9.41875,9.18
4502,10.680625,10.4925,9.3675,10.065,9.52,9.274375,10.09
4523,10.4775,10.43,9.544375,9.986875,9.43625,9.325,9.95
4547,10.6525,10.56875,9.551875,9.925625,9.32625,9.375,9.7
4569,10.465625,10.636875,9.468125,9.905625,9.0625,9.66125,9.1
4592,10.764375,10.568125,9.22125,9.61,9.32125,9.915,9.37
4616,10.84125,10.635,9.134375,9.453125,9.66875,9.8675,8.53
4644,10.601875,10.641875,9.230625,9.520625,9.419375,9.985625,8.45
4669,10.828125,10.780625,8.95625,9.39625,9.378125,10.060625,8.01
4695,10.79125,10.759375,9.00625,9.59375,9.271875,9.9775,7.82
4721,10.875,10.839375,9.13375,9.70375,9.25,9.998125,7.48
4750,11.005,10.778125,9.2525,9.620625,9.429375,9.714375,7.65
4783,11.13125,10.84,9.24375,9.760625,9.17625,9.848125,6.79
4811,11.201875,10.79875,9.110625,9.64,9.125625,10.123125,6.66
4845,11.17875,10.6775,8.96125,9.86125,9.06875,10.2525,6.23
4871,11.224375,10.71375,8.923125,9.743125,9.15125,10.244375,6.61
4902,11.13875,10.618125,9.239375,9.5425,9.436875,10.024375,6.38
4938,11.020625,10.68625,9.23625,9.433125,9.64875,9.975,6.53
4966,10.9825,10.685625,9.299375,9.564375,9.5375,9.930625,6.32
4994,11.0975,10.535,9.256875,9.53625,9.351875,10.2225,6.37
5025,10.97875,10.62625,9.348125,9.55625,9.294375,10.19625,6.68
5058,11.13875,10.7475,9.31375,9.295625,9.216875,10.2875,6.7
5087,10.845625,10.92375,9.285625,9.52625,9.214375,10.204375,6.4
5119,10.843125,10.9275,9.208125,9.544375,9.22625,10.050625,6.42
5155,10.694375,10.839375,9.309375,9.520625,9.251875,10.184375,6.24
5188,10.961875,10.699375,9.22375,9.405,9.2775,10.2325,5.94
5232,11.03375,10.89,9.061875,9.333125,9.165,10.51625,5.17
5276,11.145625,11.005,8.87125,9.385,9.115625,10.4775,4.71
5317,11.049375,10.956875,9.0,9.381875,9.068125,10.54375,4.71
5360,11.0325,10.825,9.01875,9.36375,9.1175,10.6425,4.74
5400,11.04125,10.870625,9.081875,9.39625,9.078125,10.531875,4.89
5442,11.131875,10.931875,9.0975,9.2925,9.151875,10.394375,4.73
5484,11.145625,10.95375,9.0625,9.215,9.24375,10.379375,4.67
5524,11.05875,11.0425,8.9075,9.19125,9.2725,10.5275,5.06
5565,11.09875,11.12,8.829375,9.150625,9.145625,10.655625,4.84
5608,11.15125,11.073125,8.841875,9.30125,9.196875,10.435625,4.79
5650,11.119375,10.995,9.04,9.30375,9.23,10.311875,4.71
5695,11.0975,10.98625,8.999375,9.400625,9.098125,10.418125,4.62
5737,11.110625,10.95875,8.88625,9.35,8.96875,10.725625,4.68
5777,11.086875,10.985625,8.79,9.25625,9.11125,10.77,4.78
5823,11.06,11.153125,8.903125,9.16375,9.035625,10.684375,4.62
5857,11.0925,11.11375,8.928125,9.101875,9.04,10.72375,5.14
5909,11.14875,10.93125,9.00125,9.171875,9.0675,10.679375,4.44
5956,11.16625,11.023125,8.83,9.1125,9.054375,10.81375,4.14
6000,11.14,11.093125,8.7825,9.106875,9.070625,10.806875,4.32
6054,11.14125,11.17,9.044375,9.06875,9.0025,10.573125,4.18
6103,11.2625,11.17875,9.05625,9.085625,9.0125,10.404375,3.92
6149,11.23,11.033125,8.9375,9.169375,9.110625,10.519375,4.2
6194,11.24,11.12375,8.905625,9.015,8.99375,10.721875,4.37
6242,11.210625,11.2675,8.85,9.001875,8.949375,10.720625,4.25
6287,11.321875,11.141875,8.8875,8.99,8.90875,10.75,4.36
6339,11.260625,11.200625,8.8425,9.028125,8.979375,10.68875,4.15
6384,11.193125,11.385,8.915625,8.935625,8.9525,10.618125,4.08
6436,11.143125,11.24375,9.001875,9.059375,8.873125,10.67875,4.07
6481,11.22,11.260625,8.783125,9.0025,8.86875,10.865,4.21
6523,11.313125,11.311875,8.65625,8.96625,8.885625,10.866875,4.45
6570,11.20625,11.315625,8.666875,9.046875,8.941875,10.8225,4.39
6621,11.1525,11.23,8.801875,9.0725,9.015,10.728125,4.09
6675,11.113125,11.208125,8.99375,9.014375,9.0075,10.663125,3.89
6726,11.17625,11.206875,8.90875,8.92,8.98875,10.799375,3.85
6786,11.1325,11.27625,8.800625,9.06125,8.96375,10.765625,3.5
6829,11.198125,11.24625,8.781875,8.995625,8.989375,10.78875,3.85
6885,11.444375,11.345,8.616875,8.775,8.94375,10.875,4.05
6941,11.39,11.355625,8.710625,8.77,8.90875,10.865,3.6
6993,11.1725,11.1325,8.763125,9.014375,9.1275,10.79,3.78
7042,11.15875,11.10125,8.816875,9.161875,9.115,10.64625,3.89
7100,11.256875,11.210625,8.81125,9.075,8.9375,10.70875,3.73
7156,11.2925,11.37625,8.869375,8.859375,8.914375,10.688125,3.55
7212,11.31125,11.34125,8.790625,8.833125,8.888125,10.835625,3.52
7278,11.3525,11.293125,8.76,8.854375,8.89875,10.84125,3.23
7339,11.38,11.346875,8.8025,8.849375,8.90125,10.72,3.26
7399,11.32375,11.445625,8.678125,8.85875,8.939375,10.754375,3.29
7461,11.275,11.321875,8.663125,8.97375,8.99375,10.7725,3.38
7521,11.304375,11.265625,8.700625,9.0225,8.92125,10.785625,3.49
7584,11.163125,11.29,8.909375,9.0075,8.851875,10.778125,3.22
7650,11.15875,11.244375,8.968125,9.0075,8.94125,10.68,3.03
7717,11.209375,11.37875,8.690625,8.76625,8.984375,10.970625,2.93
7782,11.126875,11.328125,8.759375,8.83625,9.01625,10.933125,2.96
7842,11.26625,11.193125,8.75625,8.939375,8.973125,10.871875,3.07
7908,11.363125,11.363125,8.745,8.975,8.868125,10.685625,3.13
7973,11.306875,11.345625,8.671875,8.87125,8.99125,10.813125,3.14
8039,11.254375,11.23125,8.694375,8.814375,9.06875,10.936875,3.08
8106,11.34875,11.31125,8.651875,8.850625,8.951875,10.885625,3.04
8175,11.31375,11.355,8.649375,8.821875,8.910625,10.949375,2.92
8241,11.22375,11.401875,8.633125,8.86,8.96375,10.9175,3.0
8311,11.409375,11.32625,8.5675,8.938125,8.979375,10.779375,2.86
8385,11.19625,11.2475,8.793125,8.898125,9.00625,10.85875,2.73
8456,11.283125,11.305625,8.576875,8.94,9.01625,10.878125,2.67
8525,11.330625,11.315625,8.5325,8.878125,8.985625,10.9575,2.92
8591,11.295,11.344375,8.710625,8.800625,8.97875,10.870625,2.88
8664,11.243125,11.331875,8.75,8.8475,8.96375,10.86375,2.8
8735,11.2875,11.386875,8.63125,8.779375,9.004375,10.910625,2.87
8799,11.358125,11.293125,8.6025,8.77625,9.08125,10.88875,3.01
8864,11.331875,11.25875,8.681875,8.868125,8.9925,10.866875,3.19
8941,11.356875,11.25375,8.65,8.89625,8.97625,10.866875,2.72
9008,11.145,11.305625,8.6775,8.88,9.100625,10.89125,2.83
9092,11.263125,11.3375,8.615625,8.98125,8.93125,10.87125,2.44
9166,11.350625,11.398125,8.5175,8.913125,8.898125,10.9225,2.65
9235,11.319375,11.31125,8.604375,8.846875,9.091875,10.82625,2.98
9305,11.274375,11.42125,8.5775,8.889375,8.95125,10.88625,2.75
9375,11.16125,11.405,8.63125,8.996875,8.8675,10.938125,2.68
9451,11.258125,11.275625,8.6975,9.01,8.86625,10.8925,2.68
9519,11.269375,11.300625,8.649375,8.9275,8.998125,10.855,2.78
9589,11.300625,11.278125,8.77125,8.840625,8.978125,10.83125,2.91
9650,11.2975,11.31125,8.671875,8.870625,9.025625,10.823125,3.13
9718,11.341875,11.274375,8.61125,8.851875,8.968125,10.9525,3.02
9786,11.35875,11.44625,8.5,8.829375,8.864375,11.00125,2.95
9850,11.30875,11.370625,8.661875,8.84625,8.9375,10.875,3.06
9922,11.311875,11.333125,8.700625,8.80625,9.005,10.843125,2.9
9988,11.258125,11.346875,8.64875,8.766875,9.0275,10.951875,3.03
10049,11.353125,11.40625,8.5975,8.759375,8.97375,10.91,3.17
10118,11.405625,11.375625,8.621875,8.835625,8.921875,10.839375,3.15
10183,11.3875,11.358125,8.508125,8.824375,8.92125,11.000625,2.91
10250,11.43125,11.291875,8.479375,8.895,8.996875,10.905625,2.89
10313,11.423125,11.2975,8.641875,8.80875,8.91625,10.9125,3.05
10371,11.4225,11.28125,8.62375,8.82,8.945625,10.906875,3.38
10433,11.383125,11.41875,8.518125,8.766875,8.9975,10.915625,3.25
10498,11.4,11.44625,8.533125,8.7575,8.968125,10.895,3.24
10564,11.28,11.426875,8.601875,8.824375,8.955,10.911875,2.86
10630,11.314375,11.371875,8.511875,8.8925,8.9375,10.971875,3.0
10686,11.349375,11.206875,8.644375,8.90125,9.0175,10.880625,3.34
10757,11.47375,11.359375,8.65625,8.67,8.96125,10.879375,2.83
10819,11.45625,11.331875,8.63,8.770625,8.955625,10.855625,3.04
10878,11.35875,11.248125,8.64625,8.918125,8.944375,10.884375,3.24
10939,11.268125,11.28625,8.716875,8.79375,8.95,10.985,3.27
11000,11.319375,11.384375,8.651875,8.789375,8.899375,10.955625,3.41
11059,11.4075,11.350625,8.575,8.79875,8.9725,10.895625,3.26
11120,11.36875,11.413125,8.525,8.8,9.04,10.853125,3.22
11184,11.355625,11.371875,8.5625,8.899375,8.93875,10.871875,3.08
11244,11.42375,11.330625,8.515,8.85,8.9175,10.963125,3.09
11308,11.418125,11.30875,8.543125,8.8325,8.97375,10.92375,3.06
11376,11.483125,11.32375,8.5025,8.8125,8.956875,10.92125,3.02
11442,11.38875,11.288125,8.6425,8.9,8.944375,10.83625,2.91
11521,11.2475,11.289375,8.630625,8.896875,9.00625,10.929375,2.5
11588,11.4725,11.3425,8.60875,8.676875,8.989375,10.91,2.91
11646,11.434375,11.32375,8.6075,8.774375,8.933125,10.926875,3.32
11700,11.38375,11.3375,8.613125,8.775625,8.905,10.985,3.53
11775,11.425,11.411875,8.545625,8.77375,8.876875,10.966875,2.9
11833,11.408125,11.3425,8.52125,8.8125,8.945625,10.97,3.02
11894,11.429375,11.34125,8.553125,8.780625,8.966875,10.92875,3.19
11962,11.34375,11.4075,8.6075,8.795625,9.00625,10.839375,3.15
12035,11.283125,11.3925,8.576875,8.884375,8.95,10.913125,2.81
12096,11.349375,11.33875,8.55,8.840625,8.976875,10.944375,3.15
12167,11.510625,11.290625,8.505625,8.846875,8.91625,10.93,2.97
12237,11.486875,11.330625,8.54375,8.8,8.9275,10.91125,2.89
12308,11.4725,11.3675,8.5525,8.71375,8.97375,10.92,2.88
12375,11.326875,11.279375,8.666875,8.791875,8.990625,10.944375,2.79
12440,11.313125,11.296875,8.610625,8.826875,9.0075,10.945,2.96
12518,11.429375,11.331875,8.553125,8.800625,8.93875,10.94625,2.67
12584,11.401875,11.2825,8.688125,8.775,8.921875,10.930625,2.85
12652,11.42625,11.361875,8.571875,8.740625,8.921875,10.9775,2.94
12725,11.4325,11.32375,8.60875,8.72625,8.93875,10.97,2.79
12795,11.45625,11.289375,8.641875,8.82125,8.95,10.84125,2.78
12863,11.43875,11.3275,8.496875,8.92125,8.968125,10.8475,2.89
12940,11.415625,11.28,8.62875,8.81625,8.97375,10.885625,2.53
13011,11.561875,11.349375,8.529375,8.649375,8.955625,10.954375,2.88
13079,11.466875,11.39125,8.585625,8.658125,8.955625,10.9425,2.9
13157,11.44,11.226875,8.645,8.87,8.944375,10.87375,2.62
13235,11.464375,11.301875,8.626875,8.79875,8.91625,10.891875,2.53
13311,11.404375,11.33625,8.574375,8.79375,8.968125,10.923125,2.69
13390,11.47875,11.343125,8.57625,8.72875,8.92875,10.944375,2.54
13469,11.341875,11.3375,8.70375,8.72,8.98375,10.913125,2.5
13555,11.295625,11.20125,8.71625,8.851875,8.98375,10.95125,2.37
13634,11.454375,11.275625,8.584375,8.7775,8.968125,10.94,2.58
13718,11.41625,11.291875,8.603125,8.794375,8.921875,10.9725,2.31
13820,11.417279411764707,11.356617647058824,8.598651960784315,8.838848039215685,8.886029411764707,10.902573529411764,2.0
13911,11.415625,11.291875,8.63625,8.808125,8.91625,10.931875,2.19
14002,11.44875,11.301875,8.68375,8.7175,8.8825,10.965625,2.17
14089,11.411875,11.3075,8.55875,8.73625,8.989375,10.99625,2.29
14184,11.44125,11.26875,8.639375,8.80625,8.910625,10.93375,2.1
14280,11.473125,11.21375,8.68875,8.79375,8.92875,10.901875,2.09
14378,11.464375,11.274375,8.563125,8.86375,8.923125,10.91125,2.04
14471,11.463125,11.41,8.479375,8.72,8.93875,10.98875,2.17
14570,11.406875,11.263125,8.69125,8.845625,8.899375,10.89375,2.06
14666,11.490625,11.25625,8.59875,8.785625,8.89375,10.975,2.08
14764,11.4575,11.225625,8.6625,8.7925,8.876875,10.985,2.03
14870,11.393278301886792,11.255306603773585,8.660966981132075,8.84316037735849,8.897995283018869,10.94929245283019,1.8867924528301887
14975,11.522023809523809,11.255357142857143,8.591071428571428,8.827380952380953,8.870833333333334,10.933333333333334,1.8857142857142857
15079,11.515625,11.334134615384615,8.491586538461538,8.837139423076923,8.884014423076923,10.9375,1.9519230769230769
15181,11.497549019607844,11.23406862745098,8.685661764705882,8.839460784313726,8.891544117647058,10.85171568627451,1.9607843137254901
15286,11.540476190476191,11.242261904761905,8.526785714285714,8.861309523809524,8.875,10.954166666666667,1.8952380952380952
15389,11.52002427184466,11.246966019417476,8.56128640776699,8.822208737864077,8.882281553398059,10.967233009708737,1.9514563106796117
15498,11.517775229357799,11.287844036697248,8.615252293577981,8.743119266055047,8.868119266055047,10.96788990825688,1.8256880733944953
15597,11.4625,11.261875,8.7075,8.775625,8.978125,10.814375,2.03
15704,11.456191588785046,11.194509345794392,8.769859813084112,8.844042056074766,8.873247663551401,10.86214953271028,1.8691588785046729
15810,11.420990566037736,11.267688679245284,8.55247641509434,8.920400943396226,8.893867924528301,10.944575471698114,1.8867924528301887
15919,11.45584862385321,11.28038990825688,8.618692660550458,8.846903669724771,8.851490825688073,10.946674311926605,1.834862385321101
16029,11.440340909090908,11.232386363636364,8.644886363636363,8.85909090909091,8.85284090909091,10.970454545454546,1.8
16133,11.432692307692308,11.26141826923077,8.65625,8.850360576923077,8.87860576923077,10.920673076923077,1.9423076923076923
16235,11.487132352941176,11.226102941176471,8.588848039215685,8.785539215686274,8.925857843137255,10.986519607843137,1.9509803921568627
16343,11.425347222222221,11.151041666666666,8.811342592592593,8.839699074074074,8.859375,10.913194444444445,1.8611111111111112
16445,11.469362745098039,11.207107843137255,8.615196078431373,8.841911764705882,8.875,10.991421568627452,1.9607843137254901
16555,11.500568181818181,11.222159090909091,8.680113636363636,8.869318181818182,8.791477272727272,10.936363636363636,1.809090909090909
16663,11.44386574074074,11.172453703703704,8.722222222222221,8.918981481481481,8.864583333333334,10.877893518518519,1.8518518518518519
16766,11.484830097087379,11.182645631067961,8.817354368932039,8.765776699029127,8.865898058252426,10.883495145631068,1.9320388349514563
16883,11.491987179487179,11.213141025641026,8.662927350427351,8.871794871794872,8.8125,10.947649572649572,1.7179487179487178
16989,11.402712264150944,11.237028301886792,8.680424528301886,8.860849056603774,8.887382075471699,10.931603773584905,1.8962264150943395
17097,11.430555555555555,11.236689814814815,8.693287037037036,8.816550925925926,8.859375,10.963541666666666,1.8518518518518519
17208,11.525337837837839,11.150337837837839,8.694256756756756,8.876126126126126,8.84572072072072,10.90822072072072,1.7837837837837838
17314,11.466981132075471,11.14622641509434,8.785966981132075,8.849646226415095,8.84492924528302,10.90625,1.8962264150943395
17434,11.510416666666666,11.196354166666667,8.7234375,8.880208333333334,8.7484375,10.941145833333334,1.6666666666666667
17547,11.486172566371682,11.193030973451327,8.716814159292035,8.88716814159292,8.82853982300885,10.888274336283185,1.7699115044247788
17656,11.416857798165138,11.146788990825687,8.754587155963304,8.869266055045872,8.885894495412844,10.926605504587156,1.834862385321101
17766,11.426136363636363,11.15,8.764204545454545,8.84375,8.878409090909091,10.9375,1.809090909090909
17878,11.412388392857142,11.193638392857142,8.795200892857142,8.84765625,8.826450892857142,10.924665178571429,1.7946428571428572
17991,11.434181415929203,11.150442477876107,8.791482300884956,8.857300884955752,8.814712389380531,10.951880530973451,1.7699115044247788
18107,11.422413793103448,11.095905172413794,8.889008620689655,8.904633620689655,8.82489224137931,10.863146551724139,1.7327586206896552
18215,11.476851851851851,11.061921296296296,8.811921296296296,8.89699074074074,8.828125,10.924189814814815,1.8425925925925926
18327,11.433035714285714,11.093191964285714,8.830915178571429,8.898995535714286,8.826450892857142,10.917410714285714,1.7767857142857142
18444,11.491452991452991,11.162927350427351,8.770833333333334,8.85576923076923,8.788461538461538,10.930555555555555,1.7264957264957266
18558,11.447368421052632,11.046052631578947,8.84703947368421,8.916666666666666,8.791118421052632,10.951754385964913,1.7456140350877194
18674,11.485991379310345,11.126077586206897,8.867456896551724,8.863685344827585,8.776400862068966,10.880387931034482,1.7327586206896552
18790,11.386853448275861,11.09698275862069,8.904094827586206,8.86530172413793,8.795797413793103,10.950969827586206,1.7155172413793103
18904,11.413377192982455,11.100328947368421,8.87938596491228,8.860197368421053,8.845394736842104,10.901315789473685,1.7543859649122806
19019,11.483152173913043,11.071195652173913,8.8375,8.835326086956522,8.817934782608695,10.954891304347827,1.7391304347826086
