Episodes,B3,B2,Sellers,B1,episode_len
4993,14.218125,15.40375,14.831875,13.74625,13.33
5013,14.215625,15.275,15.086875,14.2225,12.48
5029,14.5075,15.4,14.76375,13.92875,12.46
5042,14.51,15.46125,14.605,13.82375,13.24
5057,14.309375,15.565,15.026875,13.69875,12.71
5073,14.3275,15.413125,14.726875,13.7325,12.73
5090,14.291875,15.391875,15.13125,13.385,12.52
5106,14.35625,15.478125,14.87375,13.291875,12.67
5123,14.440625,15.4875,14.833125,12.83875,13.1
5143,14.42125,15.614375,15.095625,13.26875,11.82
5165,14.71625,15.779375,14.9125,13.791875,10.94
5183,14.68,15.808125,14.881875,14.03,10.69
5199,14.62375,15.8625,15.02875,13.685,10.79
5217,14.72875,15.62375,14.729375,13.918125,11.02
5235,14.715625,15.679375,14.8725,14.1325,10.64
5251,14.6825,15.6275,15.0825,14.0075,11.25
5269,14.673125,15.6675,15.140625,13.91875,11.58
5288,14.803125,15.72125,15.02625,13.849375,11.52
5305,14.729375,15.725,14.9575,13.788125,11.35
5318,14.614375,15.801875,15.07875,13.905,11.88
5333,14.765,15.82875,14.618125,14.188125,12.23
5350,14.81375,15.75375,14.473125,14.359375,12.07
5366,14.81,15.735,14.38625,14.46875,12.2
5385,14.72125,15.735,14.5775,14.56625,12.27
5405,14.84875,15.6775,14.520625,14.753125,12.07
5420,14.911875,15.6425,14.465625,14.78,11.72
5438,14.773125,15.60625,14.6075,14.613125,11.6
5454,14.785,15.761875,14.473125,14.58,11.38
5473,14.886875,15.77875,14.33875,14.395625,11.34
5492,14.880625,15.784375,14.59125,14.14375,11.46
5509,14.759375,15.63625,14.761875,13.8425,11.74
5523,14.770625,15.75,14.81875,13.460625,11.7
5538,14.854375,15.7525,14.77125,13.621875,11.94
5552,14.84875,15.56375,14.71125,13.67625,12.25
5568,14.895,15.636875,14.60125,13.866875,12.34
5581,14.89125,15.65625,14.28625,13.96625,13.02
5597,14.98,15.61125,14.0325,14.37625,13.04
5612,15.090625,15.6925,13.56125,14.655625,13.69
5632,15.050625,15.698125,13.863125,14.788125,13.01
5646,14.98875,15.834375,13.9825,14.794375,12.83
5662,14.94375,15.739375,14.224375,14.6925,12.86
5682,14.931875,15.703125,14.41625,14.74875,11.82
5701,14.951875,15.803125,14.571875,14.673125,11.09
5716,14.86125,15.720625,14.699375,14.51875,11.26
5733,14.829375,15.71375,14.61,14.646875,11.94
5751,14.815,15.7475,14.630625,14.606875,11.55
5766,14.7825,15.580625,14.66125,14.575625,11.63
5783,14.805625,15.56625,14.4975,14.730625,11.93
5802,14.83625,15.67,14.3225,14.97125,11.89
5817,14.76375,15.721875,14.39875,14.915625,11.83
5833,14.878125,15.541875,14.16125,15.01875,11.96
5847,14.938125,15.52375,13.93625,15.201875,12.22
5862,14.929375,15.706875,13.88,15.08375,12.33
5878,14.939375,15.4975,14.005625,14.9575,12.57
5897,14.838125,15.524375,14.258125,14.779375,12.45
5914,14.93375,15.31625,14.021875,14.928125,12.48
5931,14.90875,15.503125,14.11,14.678125,12.24
5947,14.9,15.481875,14.083125,14.735,12.12
5964,14.925625,15.566875,14.12625,14.98125,11.66
5983,14.980625,15.645625,13.86,15.11375,11.47
5999,15.00875,15.8,13.826875,14.964375,11.47
6020,14.886875,15.896875,13.8725,15.14375,11.49
6035,14.873125,15.83625,13.86375,15.226875,11.7
6050,14.88,15.89625,13.94,14.88375,11.58
6066,14.91375,15.94375,13.84,14.5025,11.81
6084,14.826875,15.7725,13.76625,14.634375,11.85
6100,14.881875,15.744375,13.710625,14.863125,11.83
6118,14.93625,15.705,13.69375,14.665,12.29
6131,14.94625,15.715,13.671875,14.466875,12.51
6147,14.963125,15.7675,13.450625,14.61875,12.45
6161,15.019375,15.6975,13.338125,14.545,12.91
6176,15.07375,15.816875,13.38625,14.923125,12.71
6195,15.07375,15.829375,13.4675,14.829375,12.42
6212,15.05125,15.863125,13.42,14.865625,12.45
6232,15.091875,15.808125,13.439375,14.860625,11.9
6252,15.10875,15.779375,13.56625,14.745625,11.43
6273,15.035625,15.801875,13.739375,14.823125,10.56
6288,15.04125,15.73875,13.66625,14.95375,10.68
6308,15.058125,15.753125,13.6575,15.13125,10.33
6327,15.0975,15.696875,13.7275,15.078125,10.39
6343,15.114375,15.685625,13.80125,14.99875,10.93
6366,15.13,15.719375,13.7825,14.968125,10.8
6385,15.1525,15.686875,13.954375,14.80625,10.41
6404,15.1075,15.66125,14.133125,14.698125,10.61
6423,15.0175,15.610625,14.495625,14.67625,10.63
6438,14.989375,15.49125,14.495625,14.62375,10.55
6458,14.98375,15.451875,14.46,14.704375,10.71
6475,14.9175,15.48875,14.338125,14.855625,11.05
6490,14.866875,15.46875,14.345625,14.71875,11.43
6504,14.855625,15.463125,14.156875,14.524375,11.93
6524,14.85,15.44625,13.991875,14.711875,11.9
6542,14.8275,15.621875,14.150625,14.8,11.52
6562,14.866875,15.58875,14.22625,14.718125,11.47
6581,14.979375,15.5775,14.215,14.628125,10.8
6601,14.95125,15.538125,14.260625,14.85,10.44
6618,15.014375,15.55375,14.243125,14.98875,10.41
6639,15.104375,15.5875,14.08625,14.821875,10.48
6660,14.9975,15.59,14.235,14.7775,10.13
6677,14.94125,15.55875,14.22,15.08,10.43
6694,14.946875,15.60375,14.1775,15.071875,10.72
6712,14.935625,15.574375,14.175,14.715,10.82
6733,14.878125,15.528125,14.224375,14.769375,10.58
6756,14.99625,15.51125,13.980625,15.111875,10.38
6778,15.12,15.5225,13.929375,14.828125,9.88
6804,15.13125,15.615,13.885,14.96875,8.96
6826,15.114375,15.610625,14.008125,15.066875,8.65
6852,14.991875,15.540625,14.18125,15.08625,8.34
6873,14.9625,15.480625,14.4725,15.084375,8.27
6893,14.934375,15.408125,14.484375,15.173125,8.51
6914,14.820625,15.36875,14.730625,15.08,9.04
6930,14.820625,15.364375,14.590625,15.224375,9.6
6951,14.853125,15.33375,14.565625,15.2475,10.02
6975,14.944375,15.349375,14.29125,15.215,9.87
7000,14.9275,15.37875,14.28,15.21375,9.45
7021,14.94,15.39,14.245625,15.224375,9.33
7040,14.978125,15.245,14.15625,15.020625,8.94
7051,14.95,15.26875,14.2325,14.94875,10.07
7075,14.88875,15.358125,14.28125,15.071875,10.02
7096,14.84375,15.34,14.511875,14.904375,10.23
7116,14.838125,15.35375,14.495625,14.9125,10.66
7131,14.8,15.469375,14.615,14.915625,10.71
7154,14.783125,15.46375,14.551875,15.00125,9.73
7175,14.788125,15.4175,14.54,14.854375,9.9
7191,14.7825,15.413125,14.386875,15.0175,10.38
7211,14.85,15.481875,14.148125,15.12,10.65
7237,14.878125,15.415,14.304375,15.2025,9.53
7262,14.861875,15.419375,14.24375,15.275,9.13
7281,14.816875,15.39875,14.31125,15.073125,9.06
7299,14.754375,15.37625,14.58625,14.683125,9.22
7321,14.70375,15.1475,14.653125,14.695625,9.19
7340,14.59125,15.228125,14.64625,14.734375,9.75
7361,14.624375,15.20125,14.703125,14.87125,10.1
7387,14.698125,15.223125,14.719375,15.159375,9.12
7409,14.663125,15.4075,14.63625,15.293125,8.9
7427,14.685625,15.405625,14.74375,14.965,9.27
7452,14.71375,15.436875,14.834375,14.815,8.67
7468,14.719375,15.45375,14.734375,14.8925,9.32
7484,14.640625,15.4975,14.7125,14.949375,10.11
7504,14.72625,15.4525,14.623125,14.998125,10.62
7524,14.765625,15.435625,14.626875,15.171875,10.13
7551,14.765625,15.466875,14.4625,15.305,10.17
7565,14.754375,15.41625,14.48875,15.140625,10.48
7584,14.805,15.389375,14.459375,15.14625,10.1
7603,14.79375,15.448125,14.464375,15.09375,9.92
7625,14.720625,15.423125,14.63875,15.0175,9.89
7641,14.76,15.439375,14.58875,14.811875,10.76
7661,14.660625,15.439375,14.805625,14.894375,10.83
7687,14.705625,15.459375,14.87375,14.76125,9.55
7706,14.716875,15.403125,15.02375,14.65625,9.77
7731,14.739375,15.435625,14.893125,14.731875,9.38
7754,14.81625,15.4075,14.86875,14.9075,8.69
7776,14.77125,15.413125,14.83375,14.981875,8.78
7798,14.720625,15.353125,14.718125,15.208125,8.94
7818,14.698125,15.3475,14.645625,15.30875,9.03
7838,14.720625,15.31,14.695,15.274375,9.34
7859,14.720625,15.273125,14.690625,15.315625,9.58
7883,14.72125,15.338125,14.62625,15.314375,9.56
7907,14.74375,15.360625,14.703125,15.1925,9.08
7927,14.760625,15.360625,14.63875,15.04,8.99
7954,14.721875,15.453125,14.599375,15.025625,8.5
7981,14.755,15.4475,14.649375,14.948125,8.16
8005,14.8,15.4475,14.52125,15.03125,8.14
8030,14.749375,15.43625,14.826875,14.9875,7.91
8051,14.743125,15.425,14.890625,14.94125,8.29
8076,14.743125,15.408125,14.835625,15.013125,8.28
8102,14.805,15.360625,14.900625,14.93375,8.26
8130,14.83875,15.4,14.71875,15.0425,7.88
8158,14.90625,15.41125,14.56625,15.11625,7.49
8184,14.83875,15.38875,14.75375,15.01875,7.23
8214,14.7725,15.4,14.76,15.0675,7.28
8244,14.66,15.381875,14.766875,15.19125,7.06
8272,14.67125,15.381875,14.67625,15.270625,6.95
8298,14.699375,15.37625,14.714375,15.21,7.16
8327,14.664375,15.384375,14.62125,15.13,7.29
8358,14.61,15.39125,14.86125,14.9375,6.81
8385,14.649375,15.374375,14.759375,15.016875,7.15
8412,14.68875,15.35625,14.879375,14.875625,7.2
8448,14.86,15.313125,14.77,15.056875,6.64
8479,14.915,15.31125,14.66375,15.11,6.57
8515,14.886875,15.3425,14.669375,15.10125,5.85
8548,14.77,15.385625,14.719375,15.125,6.01
8579,14.720625,15.381875,14.725625,15.171875,5.99
8603,14.709375,15.3675,14.6325,15.090625,6.41
8631,14.6925,15.35375,14.813125,14.940625,7.03
8662,14.72625,15.37625,14.716875,14.980625,6.97
8695,14.74875,15.3975,14.80375,15.05,6.57
8727,14.805,15.4125,14.665,15.1175,6.27
8760,14.788125,15.358125,14.6975,15.15625,6.12
8791,14.731875,15.32875,14.670625,15.26875,6.31
8824,14.788125,15.323125,14.509375,15.379375,6.08
8865,14.731875,15.336875,14.699375,15.231875,5.74
8896,14.79375,15.285625,14.63625,15.284375,5.55
8927,14.776875,15.224375,14.92625,15.0725,5.86
8961,14.810625,15.2075,14.856875,15.125,6.14
9002,14.810625,15.25625,14.870625,15.0625,5.64
9041,14.83875,15.32625,14.715625,15.119375,5.03
9076,14.810625,15.330625,14.653125,15.205625,5.41
9114,14.85,15.359375,14.515625,15.275,5.22
9153,14.83875,15.34625,14.523125,15.291875,5.3
9190,14.855625,15.351875,14.5175,15.275,4.98
9228,14.85,15.30625,14.68125,15.1625,5.31
9267,14.791875,15.323125,14.73,15.155,5.17
9307,14.769375,15.326875,14.82625,15.0775,5.04
9341,14.803125,15.340625,14.703125,15.153125,5.34
9381,14.84,15.329375,14.710625,15.12,5.24
9426,14.885,15.351875,14.725625,15.0375,4.74
9471,14.81,15.28,14.814375,15.095625,4.57
9512,14.815625,15.274375,14.656875,15.253125,4.52
9556,14.725625,15.26875,14.785625,15.22,4.58
9594,14.75625,15.335,14.6575,15.25125,4.75
9635,14.728125,15.340625,14.744375,15.186875,5.01
9677,14.758125,15.340625,14.85,15.05125,4.96
9717,14.83125,15.340625,14.8,15.028125,4.81
9757,14.848125,15.329375,14.663125,15.159375,4.96
9803,14.8725,15.335,14.715625,15.076875,4.61
9842,14.8275,15.338125,14.695,15.139375,4.62
9893,14.810625,15.36625,14.848125,14.975,4.58
9939,14.86125,15.36875,14.758125,15.011875,4.1
9980,14.854375,15.363125,14.58625,15.19625,4.46
10034,14.809375,15.349375,14.628125,15.213125,4.29
10078,14.823125,15.349375,14.65375,15.17375,4.06
10122,14.733125,15.349375,14.8575,15.06,4.41
10174,14.868125,15.28125,14.6975,15.153125,4.18
10220,14.878125,15.26875,14.59125,15.261875,4.04
10269,14.844375,15.3175,14.59,15.248125,4.16
10319,14.8275,15.315625,14.635,15.221875,4.05
10371,14.809375,15.3125,14.704375,15.17375,3.96
10427,14.888125,15.30625,14.55125,15.254375,3.74
10485,14.821875,15.355,14.503125,15.32,3.52
10535,14.8275,15.355,14.58875,15.22875,3.65
10594,14.77125,15.351875,14.86875,15.008125,3.66
10651,14.7825,15.278125,14.945,14.994375,3.4
10707,14.788125,15.295,14.806875,15.11,3.49
10764,14.79,15.291875,14.70375,15.214375,3.55
10821,14.728125,15.303125,14.755,15.21375,3.47
10872,14.795,15.32,14.709375,15.175625,3.76
10929,14.789375,15.278125,14.905,15.0275,3.74
10986,14.75875,15.304375,14.81875,15.118125,3.55
11039,14.84875,15.243125,14.6125,15.295625,3.67
11098,14.889375,15.318125,14.471875,15.320625,3.57
11162,14.910625,15.291875,14.4875,15.31,3.19
11219,14.80375,15.270625,14.665,15.260625,3.32
11283,14.720625,15.29125,14.821875,15.16625,3.29
11348,14.65875,15.271875,14.84,15.229375,3.1
11403,14.743125,15.258125,14.7275,15.27125,3.42
11466,14.86,15.304375,14.565625,15.27,3.24
11528,14.86125,15.3325,14.595,15.21125,3.24
11591,14.8175,15.345,14.685,15.1525,3.11
11647,14.799375,15.304375,14.72375,15.1725,3.4
11707,14.754375,15.29625,14.72,15.229375,3.47
11775,14.83875,15.3125,14.745625,15.103125,3.14
11836,14.810625,15.329375,14.789375,15.070625,3.17
11900,14.79375,15.3125,14.651875,15.241875,3.15
11959,14.77125,15.3125,14.685,15.23125,3.19
12012,14.7825,15.27,14.721875,15.225625,3.47
12072,14.833125,15.276875,14.64875,15.24125,3.41
12135,14.709375,15.3225,14.899375,15.06875,3.29
12201,14.74875,15.3575,14.925,14.96875,3.09
12262,14.834375,15.34375,14.75875,15.063125,3.13
12318,14.778125,15.34375,14.765,15.113125,3.29
12381,14.776875,15.329375,14.67,15.22375,3.43
12445,14.776875,15.318125,14.64125,15.26375,3.22
12502,14.7825,15.28375,14.675,15.25875,3.43
12565,14.72625,15.288125,14.67375,15.311875,3.32
12621,14.79375,15.2675,14.72625,15.2125,3.32
12682,14.7725,15.2575,14.80125,15.16875,3.45
12737,14.77,15.31125,14.688125,15.230625,3.52
12799,14.73625,15.275625,14.710625,15.2775,3.54
12858,14.77125,15.288125,14.68,15.260625,3.45
12920,14.76,15.33375,14.801875,15.104375,3.24
12971,14.720625,15.295,14.893125,15.09125,3.55
13024,14.685625,15.278125,14.820625,15.215625,3.72
13080,14.686875,15.29875,14.870625,15.14375,3.75
13125,14.698125,15.338125,14.81625,15.1475,3.95
13180,14.698125,15.351875,14.7375,15.2125,3.96
13237,14.6925,15.2975,14.77375,15.23625,3.57
13289,14.685625,15.293125,14.8,15.22125,3.74
13346,14.696875,15.26875,14.82875,15.205625,3.72
13400,14.6925,15.316875,14.771875,15.21875,3.65
13449,14.675625,15.31125,14.87375,15.139375,3.81
13496,14.743125,15.27,14.719375,15.2675,4.12
13544,14.720625,15.27,14.718125,15.29125,4.31
13592,14.68125,15.29625,14.743125,15.279375,4.15
13643,14.6925,15.3075,14.745625,15.254375,4.01
13699,14.65875,15.31125,14.813125,15.216875,3.66
13743,14.68125,15.25875,14.85,15.21,4.04
13798,14.7375,15.276875,14.805625,15.18,4.01
13847,14.754375,15.32375,14.660625,15.26125,3.84
13898,14.753125,15.245,14.76875,15.233125,4.02
13938,14.764375,15.23125,14.789375,15.215,4.31
13991,14.6475,15.278125,14.8175,15.256875,4.3
14046,14.675625,15.29875,14.751875,15.27375,3.74
14102,14.71375,15.31125,14.655625,15.319375,3.55
14156,14.7025,15.329375,14.68125,15.286875,3.64
14214,14.70375,15.329375,14.69375,15.273125,3.58
14269,14.720625,15.27125,14.790625,15.2175,3.51
14324,14.715,15.27125,14.786875,15.226875,3.65
14381,14.7025,15.3125,14.779375,15.205625,3.55
14437,14.68,15.32375,14.74625,15.25,3.6
14494,14.669375,15.329375,14.793125,15.208125,3.62
14550,14.748125,15.30875,14.760625,15.1825,3.5
14608,14.7375,15.2825,14.7125,15.2675,3.45
14663,14.70375,15.28375,14.7975,15.215,3.48
14724,14.72625,15.31125,14.730625,15.231875,3.4
14787,14.715,15.3075,14.66125,15.31625,3.26
14849,14.7375,15.340625,14.635625,15.28625,3.17
14904,14.6925,15.318125,14.715,15.274375,3.42
14965,14.725,15.29875,14.735625,15.240625,3.41
15025,14.7925,15.3125,14.650625,15.244375,3.24
15086,14.74875,15.276875,14.721875,15.2525,3.33
15145,14.688125,15.3125,14.7675,15.231875,3.37
15207,14.670625,15.304375,14.7425,15.2825,3.37
15275,14.72625,15.275625,14.699375,15.29875,3.03
15342,14.630625,15.245,14.908125,15.21625,2.94
15405,14.660625,15.28625,14.87375,15.179375,3.16
